,subject,which_regions,demog_question,demog_response,culture
3099,SS1609062423335,character(0),firstlanguage,是,CN
3100,SS1609062423335,character(0),monolingual,不，我只说中文,CN
3101,SS1609062423335,character(0),targetlanguage,能,CN
3102,SS1609062423335,character(0),objectiveses,四年/五年制大学本科学位,CN
3103,SS1609062423335,character(0),subjectiveses,5,CN
3104,SS1609064318009,character(0),zipcode,140,CN
3105,SS1609064318009,character(0),resimobinum,3,CN
3106,SS1609064318009,character(0),abroadexp,否,CN
3107,SS1609064318009,character(0),overseaexpnum,六段或更多国际经历,CN
3108,SS1609064318009,character(0),firstlanguage,是,CN
3109,SS1609064318009,character(0),monolingual,是，我是多语者,CN
3110,SS1609064318009,character(0),targetlanguage,能,CN
3111,SS1609064318009,character(0),objectiveses,有过一些研究生经历,CN
3112,SS1609064318009,character(0),subjectiveses,7,CN
3113,SS1609065406081,character(0),zipcode,2112,CN
3114,SS1609065406081,character(0),resimobinum,4,CN
3115,SS1609065406081,character(0),abroadexp,否,CN
3116,SS1609065406081,character(0),overseaexpnum,一段国际经历,CN
3117,SS1609065406081,character(0),firstlanguage,是,CN
3118,SS1609065406081,character(0),monolingual,是，我是多语者,CN
3119,SS1609065406081,character(0),targetlanguage,能,CN
3120,SS1609065406081,character(0),objectiveses,四年/五年制大学本科学位,CN
3121,SS1609065406081,character(0),subjectiveses,6,CN
3122,SS1609073869026,character(0),zipcode,,CN
3123,SS1609073869026,character(0),resimobinum,7,CN
3124,SS1609073869026,character(0),abroadexp,否,CN
3125,SS1609073869026,character(0),overseaexpnum,没有国际经历,CN
3126,SS1609073869026,character(0),firstlanguage,是,CN
3127,SS1609073869026,character(0),monolingual,不，我只说中文,CN
3128,SS1609073869026,character(0),targetlanguage,能,CN
3129,SS1609073869026,character(0),objectiveses,一年或多年大学教育，无学位,CN
3130,SS1609073869026,character(0),subjectiveses,6,CN
3131,SS1609075750358,character(0),zipcode,,CN
3132,SS1609075750358,character(0),resimobinum,3,CN
3133,SS1609075750358,character(0),abroadexp,否,CN
3134,SS1609075750358,character(0),overseaexpnum,没有国际经历,CN
3135,SS1609075750358,character(0),firstlanguage,是,CN
3136,SS1609075750358,character(0),monolingual,是，我是多语者,CN
3137,SS1609075750358,character(0),targetlanguage,能,CN
3138,SS1609075750358,character(0),objectiveses,一年或多年大学教育，无学位,CN
3139,SS1609075750358,character(0),subjectiveses,4,CN
3140,SS1609086776753,character(0),zipcode,2130,CN
3141,SS1609086776753,character(0),resimobinum,5,CN
3142,SS1609086776753,character(0),abroadexp,否,CN
3143,SS1609086776753,character(0),overseaexpnum,两段国际经历,CN
3144,SS1609086776753,character(0),firstlanguage,是,CN
3145,SS1609086776753,character(0),monolingual,是，我是多语者,CN
3146,SS1609086776753,character(0),targetlanguage,能,CN
3147,SS1609086776753,character(0),objectiveses,有过一些研究生经历,CN
3148,SS1609086776753,character(0),subjectiveses,7,CN
3149,SS1609105368955,character(0),zipcode,2133,CN
3150,SS1609105368955,character(0),resimobinum,2,CN
3151,SS1609105368955,character(0),abroadexp,否,CN
3152,SS1609105368955,character(0),overseaexpnum,一段国际经历,CN
3153,SS1609105368955,character(0),firstlanguage,是,CN
3154,SS1609105368955,character(0),monolingual,是，我是多语者,CN
3155,SS1609105368955,character(0),targetlanguage,能,CN
3156,SS1609105368955,character(0),objectiveses,四年/五年制大学本科学位,CN
3157,SS1609105368955,character(0),subjectiveses,7,CN
3158,SS1609116587428,character(0),zipcode,5140,CN
3159,SS1609116587428,character(0),resimobinum,3,CN
3160,SS1609116587428,character(0),abroadexp,否,CN
3161,SS1609116587428,character(0),overseaexpnum,没有国际经历,CN
3162,SS1609116587428,character(0),firstlanguage,是,CN
3163,SS1609116587428,character(0),monolingual,不，我只说中文,CN
3164,SS1609116587428,character(0),targetlanguage,能,CN
3165,SS1609116587428,character(0),objectiveses,有过一些研究生经历,CN
3166,SS1609116587428,character(0),subjectiveses,6,CN
3167,SS1609121014512,character(0),zipcode,3610,CN
3168,SS1609121014512,character(0),resimobinum,2,CN
3169,SS1609121014512,character(0),abroadexp,否,CN
3170,SS1609121014512,character(0),overseaexpnum,没有国际经历,CN
3171,SS1609121014512,character(0),firstlanguage,是,CN
3172,SS1609121014512,character(0),monolingual,不，我只说中文,CN
3173,SS1609121014512,character(0),targetlanguage,能,CN
3174,SS1609121014512,character(0),objectiveses,一年或多年大学教育，无学位,CN
3175,SS1609121014512,character(0),subjectiveses,6,CN
3176,SS1609121221630,character(0),zipcode,170,CN
3177,SS1609121221630,character(0),resimobinum,2,CN
3178,SS1609121221630,character(0),abroadexp,否,CN
3179,SS1609121221630,character(0),overseaexpnum,没有国际经历,CN
3180,SS1609121221630,character(0),firstlanguage,是,CN
3181,SS1609121221630,character(0),monolingual,不，我只说中文,CN
3182,SS1609121221630,character(0),targetlanguage,能,CN
3183,SS1609121221630,character(0),objectiveses,一年或多年大学教育，无学位,CN
3184,SS1609121221630,character(0),subjectiveses,5,CN
3185,SS1609121912186,character(0),zipcode,51402,CN
3186,SS1609121912186,character(0),resimobinum,3,CN
3187,SS1609121912186,character(0),abroadexp,否,CN
3188,SS1609121912186,character(0),overseaexpnum,没有国际经历,CN
3189,SS1609121912186,character(0),firstlanguage,是,CN
3190,SS1609121912186,character(0),monolingual,是，我是多语者,CN
3191,SS1609121912186,character(0),targetlanguage,能,CN
3192,SS1609121912186,character(0),objectiveses,四年/五年制大学本科学位,CN
3193,SS1609121912186,character(0),subjectiveses,5,CN
3194,SS1609125348720,character(0),zipcode,1000,CN
3195,SS1609125348720,character(0),resimobinum,3,CN
3196,SS1609125348720,character(0),abroadexp,否,CN
3197,SS1609125348720,character(0),overseaexpnum,六段或更多国际经历,CN
3198,SS1609125348720,character(0),firstlanguage,是,CN
3199,SS1609125348720,character(0),monolingual,是，我是多语者,CN
3200,SS1609125348720,character(0),targetlanguage,能,CN
3201,SS1609125348720,character(0),objectiveses,有过一些研究生经历,CN
3202,SS1609125348720,character(0),subjectiveses,6,CN
3203,SS1609132098611,character(0),zipcode,361000,CN
3204,SS1609132098611,character(0),resimobinum,3,CN
3205,SS1609132098611,character(0),abroadexp,否,CN
3206,SS1609132098611,character(0),overseaexpnum,没有国际经历,CN
3207,SS1609132098611,character(0),firstlanguage,是,CN
3208,SS1609132098611,character(0),monolingual,不，我只说中文,CN
3209,SS1609132098611,character(0),targetlanguage,能,CN
3210,SS1609132098611,character(0),objectiveses,四年/五年制大学本科学位,CN
3211,SS1609132098611,character(0),subjectiveses,5,CN
3212,SS1609139734485,character(0),zipcode,342100,CN
3213,SS1609139734485,character(0),resimobinum,7,CN
3214,SS1609139734485,character(0),abroadexp,否,CN
3215,SS1609139734485,character(0),overseaexpnum,一段国际经历,CN
3216,SS1609139734485,character(0),firstlanguage,是,CN
3217,SS1609139734485,character(0),monolingual,不，我只说中文,CN
3218,SS1609139734485,character(0),targetlanguage,能,CN
3219,SS1609139734485,character(0),objectiveses,有过一些研究生经历,CN
3220,SS1609139734485,character(0),subjectiveses,5,CN
3221,SS1609141291161,character(0),zipcode,,CN
3222,SS1609141291161,character(0),resimobinum,2,CN
3223,SS1609141291161,character(0),abroadexp,否,CN
3224,SS1609141291161,character(0),overseaexpnum,三到五段国际经历,CN
3225,SS1609141291161,character(0),firstlanguage,是,CN
3226,SS1609141291161,character(0),monolingual,是，我是多语者,CN
3227,SS1609141291161,character(0),targetlanguage,能,CN
3228,SS1609141291161,character(0),objectiveses,四年/五年制大学本科学位,CN
3229,SS1609141291161,character(0),subjectiveses,6,CN
3230,SS1609144676893,character(0),zipcode,1023,CN
3231,SS1609144676893,character(0),resimobinum,19,CN
3232,SS1609144676893,character(0),abroadexp,否,CN
3233,SS1609144676893,character(0),overseaexpnum,三到五段国际经历,CN
3234,SS1609144676893,character(0),firstlanguage,是,CN
3235,SS1609144676893,character(0),monolingual,是，我是多语者,CN
3236,SS1609144676893,character(0),targetlanguage,能,CN
3237,SS1609144676893,character(0),objectiveses,四年/五年制大学本科学位,CN
3238,SS1609144676893,character(0),subjectiveses,6,CN
3239,SS1609146491935,character(0),zipcode,1008,CN
3240,SS1609146491935,character(0),resimobinum,2,CN
3241,SS1609146491935,character(0),abroadexp,否,CN
3242,SS1609146491935,character(0),overseaexpnum,没有国际经历,CN
3243,SS1609146491935,character(0),firstlanguage,是,CN
3244,SS1609146491935,character(0),monolingual,不，我只说中文,CN
3245,SS1609146491935,character(0),targetlanguage,能,CN
3246,SS1609146491935,character(0),objectiveses,有过一些研究生经历,CN
3247,SS1609146491935,character(0),subjectiveses,7,CN
3248,SS1609156148777,character(0),zipcode,1101,CN
3249,SS1609156148777,character(0),resimobinum,2,CN
3250,SS1609156148777,character(0),abroadexp,否,CN
3251,SS1609156148777,character(0),overseaexpnum,三到五段国际经历,CN
3252,SS1609156148777,character(0),firstlanguage,是,CN
3253,SS1609156148777,character(0),monolingual,不，我只说中文,CN
3254,SS1609156148777,character(0),targetlanguage,能,CN
3255,SS1609156148777,character(0),objectiveses,四年/五年制大学本科学位,CN
3256,SS1609156148777,character(0),subjectiveses,7,CN
3257,SS1609163312228,character(0),zipcode,2747,CN
3258,SS1609163312228,character(0),resimobinum,3,CN
3259,SS1609163312228,character(0),abroadexp,否,CN
3260,SS1609163312228,character(0),overseaexpnum,没有国际经历,CN
3261,SS1609163312228,character(0),firstlanguage,是,CN
3262,SS1609163312228,character(0),monolingual,是，我是多语者,CN
3263,SS1609163312228,character(0),targetlanguage,能,CN
3264,SS1609163312228,character(0),objectiveses,有过一些研究生经历,CN
3265,SS1609163312228,character(0),subjectiveses,6,CN
3266,SS1609166832692,character(0),zipcode,1008,CN
3267,SS1609166832692,character(0),resimobinum,2,CN
3268,SS1609166832692,character(0),abroadexp,否,CN
3269,SS1609166832692,character(0),overseaexpnum,没有国际经历,CN
3270,SS1609166832692,character(0),firstlanguage,是,CN
3271,SS1609166832692,character(0),monolingual,不，我只说中文,CN
3272,SS1609166832692,character(0),targetlanguage,能,CN
3273,SS1609166832692,character(0),objectiveses,四年/五年制大学本科学位,CN
3274,SS1609166832692,character(0),subjectiveses,4,CN
3275,SS1609206019548,character(0),zipcode,1008,CN
3276,SS1609206019548,character(0),resimobinum,3,CN
3277,SS1609206019548,character(0),abroadexp,否,CN
3278,SS1609206019548,character(0),overseaexpnum,一段国际经历,CN
3279,SS1609206019548,character(0),firstlanguage,是,CN
3280,SS1609206019548,character(0),monolingual,是，我是多语者,CN
3281,SS1609206019548,character(0),targetlanguage,能,CN
3282,SS1609206019548,character(0),objectiveses,四年/五年制大学本科学位,CN
3283,SS1609206019548,character(0),subjectiveses,4,CN
3284,SS1609208930844,character(0),zipcode,,CN
3285,SS1609208930844,character(0),resimobinum,3,CN
3286,SS1609208930844,character(0),abroadexp,否,CN
3287,SS1609208930844,character(0),overseaexpnum,没有国际经历,CN
3288,SS1609208930844,character(0),firstlanguage,是,CN
3289,SS1609208930844,character(0),monolingual,不，我只说中文,CN
3290,SS1609208930844,character(0),targetlanguage,能,CN
3291,SS1609208930844,character(0),objectiveses,一年或多年大学教育，无学位,CN
3292,SS1609208930844,character(0),subjectiveses,3,CN
3293,SS1609213276315,character(0),zipcode,1008,CN
3294,SS1609213276315,character(0),resimobinum,3,CN
3295,SS1609213276315,character(0),abroadexp,否,CN
3296,SS1609213276315,character(0),overseaexpnum,没有国际经历,CN
3297,SS1609213276315,character(0),firstlanguage,是,CN
3298,SS1609213276315,character(0),monolingual,是，我是多语者,CN
3299,SS1609213276315,character(0),targetlanguage,能,CN
3300,SS1609213276315,character(0),objectiveses,四年/五年制大学本科学位,CN
3301,SS1609213276315,character(0),subjectiveses,5,CN
3302,SS1609214157015,character(0),zipcode,5500,CN
3303,SS1609214157015,character(0),resimobinum,4,CN
3304,SS1609214157015,character(0),abroadexp,否,CN
3305,SS1609214157015,character(0),overseaexpnum,没有国际经历,CN
3306,SS1609214157015,character(0),firstlanguage,是,CN
3307,SS1609214157015,character(0),monolingual,是，我是多语者,CN
3308,SS1609214157015,character(0),targetlanguage,能,CN
3309,SS1609214157015,character(0),objectiveses,四年/五年制大学本科学位,CN
3310,SS1609214157015,character(0),subjectiveses,8,CN
3311,SS1609223067371,character(0),zipcode,2740,CN
3312,SS1609223067371,character(0),resimobinum,一个,CN
3313,SS1609223067371,character(0),abroadexp,否,CN
3314,SS1609223067371,character(0),overseaexpnum,没有国际经历,CN
3315,SS1609223067371,character(0),firstlanguage,是,CN
3316,SS1609223067371,character(0),monolingual,不，我只说中文,CN
3317,SS1609223067371,character(0),targetlanguage,能,CN
3318,SS1609223067371,character(0),objectiveses,四年/五年制大学本科学位,CN
3319,SS1609223067371,character(0),subjectiveses,7,CN
3320,SS1609225913111,character(0),zipcode,1008,CN
3321,SS1609225913111,character(0),resimobinum,2,CN
3322,SS1609225913111,character(0),abroadexp,否,CN
3323,SS1609225913111,character(0),overseaexpnum,没有国际经历,CN
3324,SS1609225913111,character(0),firstlanguage,是,CN
3325,SS1609225913111,character(0),monolingual,不，我只说中文,CN
3326,SS1609225913111,character(0),targetlanguage,能,CN
3327,SS1609225913111,character(0),objectiveses,有过一些研究生经历,CN
3328,SS1609225913111,character(0),subjectiveses,6,CN
3329,SS1609229037242,character(0),zipcode,1008,CN
3330,SS1609229037242,character(0),resimobinum,3,CN
3331,SS1609229037242,character(0),abroadexp,否,CN
3332,SS1609229037242,character(0),overseaexpnum,两段国际经历,CN
3333,SS1609229037242,character(0),firstlanguage,是,CN
3334,SS1609229037242,character(0),monolingual,不，我只说中文,CN
3335,SS1609229037242,character(0),targetlanguage,能,CN
3336,SS1609229037242,character(0),objectiveses,一年或多年大学教育，无学位,CN
3337,SS1609229037242,character(0),subjectiveses,4,CN
3338,SS1609229287946,character(0),zipcode,1008,CN
3339,SS1609229287946,character(0),resimobinum,4,CN
3340,SS1609229287946,character(0),abroadexp,否,CN
3341,SS1609229287946,character(0),overseaexpnum,没有国际经历,CN
3342,SS1609229287946,character(0),firstlanguage,是,CN
3343,SS1609229287946,character(0),monolingual,是，我是多语者,CN
3344,SS1609229287946,character(0),targetlanguage,能,CN
3345,SS1609229287946,character(0),objectiveses,有过一些研究生经历,CN
3346,SS1609229287946,character(0),subjectiveses,4,CN
3347,SS1609233742402,character(0),zipcode,4530,CN
3348,SS1609233742402,character(0),resimobinum,2,CN
3349,SS1609233742402,character(0),abroadexp,否,CN
3350,SS1609233742402,character(0),overseaexpnum,两段国际经历,CN
3351,SS1609233742402,character(0),firstlanguage,是,CN
3352,SS1609233742402,character(0),monolingual,是，我是多语者,CN
3353,SS1609233742402,character(0),targetlanguage,能,CN
3354,SS1609233742402,character(0),objectiveses,有过一些研究生经历,CN
3355,SS1609233742402,character(0),subjectiveses,5,CN
3356,SS1609234368670,character(0),zipcode,472100,CN
3357,SS1609234368670,character(0),resimobinum,7,CN
3358,SS1609234368670,character(0),abroadexp,否,CN
3359,SS1609234368670,character(0),overseaexpnum,两段国际经历,CN
3360,SS1609234368670,character(0),firstlanguage,是,CN
3361,SS1609234368670,character(0),monolingual,是，我是多语者,CN
3362,SS1609234368670,character(0),targetlanguage,能,CN
3363,SS1609234368670,character(0),objectiveses,有过一些研究生经历,CN
3364,SS1609234368670,character(0),subjectiveses,4,CN
3365,SS1609236181354,character(0),zipcode,5643,CN
3366,SS1609236181354,character(0),resimobinum,1,CN
3367,SS1609236181354,character(0),abroadexp,否,CN
3368,SS1609236181354,character(0),overseaexpnum,没有国际经历,CN
3369,SS1609236181354,character(0),firstlanguage,是,CN
3370,SS1609236181354,character(0),monolingual,不，我只说中文,CN
3371,SS1609236181354,character(0),targetlanguage,能,CN
3372,SS1609236181354,character(0),objectiveses,四年/五年制大学本科学位,CN
3373,SS1609236181354,character(0),subjectiveses,3,CN
3374,SS1609238981425,character(0),zipcode,1008,CN
3375,SS1609238981425,character(0),resimobinum,2,CN
3376,SS1609238981425,character(0),abroadexp,否,CN
3377,SS1609238981425,character(0),overseaexpnum,没有国际经历,CN
3378,SS1609238981425,character(0),firstlanguage,是,CN
3379,SS1609238981425,character(0),monolingual,是，我是多语者,CN
3380,SS1609238981425,character(0),targetlanguage,能,CN
3381,SS1609238981425,character(0),objectiveses,四年/五年制大学本科学位,CN
3382,SS1609238981425,character(0),subjectiveses,6,CN
3383,SS1609241808889,character(0),zipcode,2652,CN
3384,SS1609241808889,character(0),resimobinum,4,CN
3385,SS1609241808889,character(0),abroadexp,否,CN
3386,SS1609241808889,character(0),overseaexpnum,没有国际经历,CN
3387,SS1609241808889,character(0),firstlanguage,是,CN
3388,SS1609241808889,character(0),monolingual,不，我只说中文,CN
3389,SS1609241808889,character(0),targetlanguage,能,CN
3390,SS1609241808889,character(0),objectiveses,有过一些研究生经历,CN
3391,SS1609241808889,character(0),subjectiveses,3,CN
3392,SS1609242245499,character(0),zipcode,375,CN
3393,SS1609242245499,character(0),resimobinum,3,CN
3394,SS1609242245499,character(0),abroadexp,否,CN
3395,SS1609242245499,character(0),overseaexpnum,没有国际经历,CN
3396,SS1609242245499,character(0),firstlanguage,是,CN
3397,SS1609242245499,character(0),monolingual,不，我只说中文,CN
3398,SS1609242245499,character(0),targetlanguage,能,CN
3399,SS1609242245499,character(0),objectiveses,有过一些研究生经历,CN
3400,SS1609242245499,character(0),subjectiveses,3,CN
3401,SS1609248452680,character(0),zipcode,2749,CN
3402,SS1609248452680,character(0),resimobinum,4,CN
3403,SS1609248452680,character(0),abroadexp,否,CN
3404,SS1609248452680,character(0),overseaexpnum,没有国际经历,CN
3405,SS1609248452680,character(0),firstlanguage,是,CN
3406,SS1609248452680,character(0),monolingual,是，我是多语者,CN
3407,SS1609248452680,character(0),targetlanguage,能,CN
3408,SS1609248452680,character(0),objectiveses,有过一些研究生经历,CN
3409,SS1609248452680,character(0),subjectiveses,3,CN
3410,SS1609252307381,character(0),zipcode,,CN
3411,SS1609252307381,character(0),resimobinum,2,CN
3412,SS1609252307381,character(0),abroadexp,否,CN
3413,SS1609252307381,character(0),overseaexpnum,没有国际经历,CN
3414,SS1609252307381,character(0),firstlanguage,是,CN
3415,SS1609252307381,character(0),monolingual,是，我是多语者,CN
3416,SS1609252307381,character(0),targetlanguage,能,CN
3417,SS1609252307381,character(0),objectiveses,四年/五年制大学本科学位,CN
3418,SS1609252307381,character(0),subjectiveses,8,CN
3419,SS1609254302236,character(0),zipcode,1008,CN
3420,SS1609254302236,character(0),resimobinum,2,CN
3421,SS1609254302236,character(0),abroadexp,否,CN
3422,SS1609254302236,character(0),overseaexpnum,没有国际经历,CN
3423,SS1609254302236,character(0),firstlanguage,是,CN
3424,SS1609254302236,character(0),monolingual,不，我只说中文,CN
3425,SS1609254302236,character(0),targetlanguage,能,CN
3426,SS1609254302236,character(0),objectiveses,四年/五年制大学本科学位,CN
3427,SS1609254302236,character(0),subjectiveses,5,CN
3428,SS1609301941699,character(0),zipcode,1302,CN
3429,SS1609301941699,character(0),resimobinum,3,CN
3430,SS1609301941699,character(0),abroadexp,否,CN
3431,SS1609301941699,character(0),overseaexpnum,一段国际经历,CN
3432,SS1609301941699,character(0),firstlanguage,是,CN
3433,SS1609301941699,character(0),monolingual,不，我只说中文,CN
3434,SS1609301941699,character(0),targetlanguage,能,CN
3435,SS1609301941699,character(0),objectiveses,四年/五年制大学本科学位,CN
3436,SS1609301941699,character(0),subjectiveses,5,CN
3437,SS1609314218600,character(0),zipcode,,CN
3438,SS1609314218600,character(0),resimobinum,3,CN
3439,SS1609314218600,character(0),abroadexp,否,CN
3440,SS1609314218600,character(0),overseaexpnum,三到五段国际经历,CN
3441,SS1609314218600,character(0),firstlanguage,是,CN
3442,SS1609314218600,character(0),monolingual,是，我是多语者,CN
3443,SS1609314218600,character(0),targetlanguage,能,CN
3444,SS1609314218600,character(0),objectiveses,有过一些研究生经历,CN
3445,SS1609314218600,character(0),subjectiveses,6,CN
3446,SS1609315463105,character(0),zipcode,100875,CN
3447,SS1609315463105,character(0),resimobinum,4,CN
3448,SS1609315463105,character(0),abroadexp,否,CN
3449,SS1609315463105,character(0),overseaexpnum,没有国际经历,CN
3450,SS1609315463105,character(0),firstlanguage,是,CN
3451,SS1609315463105,character(0),monolingual,不，我只说中文,CN
3452,SS1609315463105,character(0),targetlanguage,能,CN
3453,SS1609315463105,character(0),objectiveses,一年或多年大学教育，无学位,CN
3454,SS1609315463105,character(0),subjectiveses,6,CN
3455,SS1609318098340,character(0),zipcode,1008,CN
3456,SS1609318098340,character(0),resimobinum,3,CN
3457,SS1609318098340,character(0),abroadexp,否,CN
3458,SS1609318098340,character(0),overseaexpnum,没有国际经历,CN
3459,SS1609318098340,character(0),firstlanguage,是,CN
3460,SS1609318098340,character(0),monolingual,不，我只说中文,CN
3461,SS1609318098340,character(0),targetlanguage,能,CN
3462,SS1609318098340,character(0),objectiveses,一年或多年大学教育，无学位,CN
3463,SS1609318098340,character(0),subjectiveses,4,CN
3464,SS1609382454367,character(0),zipcode,2660,CN
3465,SS1609382454367,character(0),resimobinum,4,CN
3466,SS1609382454367,character(0),abroadexp,否,CN
3467,SS1609382454367,character(0),overseaexpnum,没有国际经历,CN
3468,SS1609382454367,character(0),firstlanguage,是,CN
3469,SS1609382454367,character(0),monolingual,是，我是多语者,CN
3470,SS1609382454367,character(0),targetlanguage,能,CN
3471,SS1609382454367,character(0),objectiveses,有过一些研究生经历,CN
3472,SS1609382454367,character(0),subjectiveses,6,CN
3473,SS1609382677476,character(0),zipcode,4300,CN
3474,SS1609382677476,character(0),resimobinum,2,CN
3475,SS1609382677476,character(0),abroadexp,否,CN
3476,SS1609382677476,character(0),overseaexpnum,没有国际经历,CN
3477,SS1609382677476,character(0),firstlanguage,是,CN
3478,SS1609382677476,character(0),monolingual,是，我是多语者,CN
3479,SS1609382677476,character(0),targetlanguage,能,CN
3480,SS1609382677476,character(0),objectiveses,四年/五年制大学本科学位,CN
3481,SS1609382677476,character(0),subjectiveses,5,CN
3482,SS1609383084698,character(0),zipcode,100022,CN
3483,SS1609383084698,character(0),resimobinum,1,CN
3484,SS1609383084698,character(0),abroadexp,否,CN
3485,SS1609383084698,character(0),overseaexpnum,两段国际经历,CN
3486,SS1609383084698,character(0),firstlanguage,是,CN
3487,SS1609383084698,character(0),monolingual,是，我是多语者,CN
3488,SS1609383084698,character(0),targetlanguage,能,CN
3489,SS1609383084698,character(0),objectiveses,有过一些研究生经历,CN
3490,SS1609383084698,character(0),subjectiveses,5,CN
3491,SS1609383545426,character(0),zipcode,2731,CN
3492,SS1609383545426,character(0),resimobinum,5,CN
3493,SS1609383545426,character(0),abroadexp,否,CN
3494,SS1609383545426,character(0),overseaexpnum,没有国际经历,CN
3495,SS1609383545426,character(0),firstlanguage,是,CN
3496,SS1609383545426,character(0),monolingual,不，我只说中文,CN
3497,SS1609383545426,character(0),targetlanguage,能,CN
3498,SS1609383545426,character(0),objectiveses,有过一些研究生经历,CN
3499,SS1609383545426,character(0),subjectiveses,2,CN
3500,SS1609383938335,character(0),zipcode,2734,CN
3501,SS1609383938335,character(0),resimobinum,4,CN
3502,SS1609383938335,character(0),abroadexp,否,CN
3503,SS1609383938335,character(0),overseaexpnum,没有国际经历,CN
3504,SS1609383938335,character(0),firstlanguage,是,CN
3505,SS1609383938335,character(0),monolingual,不，我只说中文,CN
3506,SS1609383938335,character(0),targetlanguage,能,CN
3507,SS1609383938335,character(0),objectiveses,有过一些研究生经历,CN
3508,SS1609383938335,character(0),subjectiveses,4,CN
3509,SS1609385308642,character(0),zipcode,1008,CN
3510,SS1609385308642,character(0),resimobinum,2,CN
3511,SS1609385308642,character(0),abroadexp,否,CN
3512,SS1609385308642,character(0),overseaexpnum,没有国际经历,CN
3513,SS1609385308642,character(0),firstlanguage,是,CN
3514,SS1609385308642,character(0),monolingual,是，我是多语者,CN
3515,SS1609385308642,character(0),targetlanguage,能,CN
3516,SS1609385308642,character(0),objectiveses,四年/五年制大学本科学位,CN
3517,SS1609385308642,character(0),subjectiveses,6,CN
3518,SS1609385581333,character(0),zipcode,100080,CN
3519,SS1609385581333,character(0),resimobinum,3,CN
3520,SS1609385581333,character(0),abroadexp,否,CN
3521,SS1609385581333,character(0),overseaexpnum,一段国际经历,CN
3522,SS1609385581333,character(0),firstlanguage,是,CN
3523,SS1609385581333,character(0),monolingual,是，我是多语者,CN
3524,SS1609385581333,character(0),targetlanguage,能,CN
3525,SS1609385581333,character(0),objectiveses,有过一些研究生经历,CN
3526,SS1609385581333,character(0),subjectiveses,5,CN
3527,SS1609386384117,character(0),zipcode,5180,CN
3528,SS1609386384117,character(0),resimobinum,2,CN
3529,SS1609386384117,character(0),abroadexp,否,CN
3530,SS1609386384117,character(0),overseaexpnum,没有国际经历,CN
3531,SS1609386384117,character(0),firstlanguage,是,CN
3532,SS1609386384117,character(0),monolingual,不，我只说中文,CN
3533,SS1609386384117,character(0),targetlanguage,能,CN
3534,SS1609386384117,character(0),objectiveses,四年/五年制大学本科学位,CN
3535,SS1609386384117,character(0),subjectiveses,7,CN
3536,SS1609387365186,character(0),zipcode,5450,CN
3537,SS1609387365186,character(0),resimobinum,1,CN
3538,SS1609387365186,character(0),abroadexp,否,CN
3539,SS1609387365186,character(0),overseaexpnum,一段国际经历,CN
3540,SS1609387365186,character(0),firstlanguage,是,CN
3541,SS1609387365186,character(0),monolingual,不，我只说中文,CN
3542,SS1609387365186,character(0),targetlanguage,能,CN
3543,SS1609387365186,character(0),objectiveses,一年或多年大学教育，无学位,CN
3544,SS1609387365186,character(0),subjectiveses,6,CN
3545,SS1609388348920,character(0),zipcode,2710,CN
3546,SS1609388348920,character(0),resimobinum,4,CN
3547,SS1609388348920,character(0),abroadexp,否,CN
3548,SS1609388348920,character(0),overseaexpnum,没有国际经历,CN
3549,SS1609388348920,character(0),firstlanguage,是,CN
3550,SS1609388348920,character(0),monolingual,不，我只说中文,CN
3551,SS1609388348920,character(0),targetlanguage,能,CN
3552,SS1609388348920,character(0),objectiveses,四年/五年制大学本科学位,CN
3553,SS1609388348920,character(0),subjectiveses,5,CN
3554,SS1609390330971,character(0),zipcode,3624,CN
3555,SS1609390330971,character(0),resimobinum,2,CN
3556,SS1609390330971,character(0),abroadexp,否,CN
3557,SS1609390330971,character(0),overseaexpnum,没有国际经历,CN
3558,SS1609390330971,character(0),firstlanguage,是,CN
3559,SS1609390330971,character(0),monolingual,不，我只说中文,CN
3560,SS1609390330971,character(0),targetlanguage,能,CN
3561,SS1609390330971,character(0),objectiveses,一年或多年大学教育，无学位,CN
3562,SS1609390330971,character(0),subjectiveses,6,CN
3563,SS1609390524426,character(0),zipcode,1000,CN
3564,SS1609390524426,character(0),resimobinum,4,CN
3565,SS1609390524426,character(0),abroadexp,否,CN
3566,SS1609390524426,character(0),overseaexpnum,没有国际经历,CN
3567,SS1609390524426,character(0),firstlanguage,是,CN
3568,SS1609390524426,character(0),monolingual,是，我是多语者,CN
3569,SS1609390524426,character(0),targetlanguage,能,CN
3570,SS1609390524426,character(0),objectiveses,有过一些研究生经历,CN
3571,SS1609390524426,character(0),subjectiveses,5,CN
3572,SS1609390607072,亚洲,zipcode,1014,CN
3573,SS1609390607072,亚洲,resimobinum,3,CN
3574,SS1609390607072,亚洲,abroadexp,是,CN
3575,SS1609390607072,亚洲,overseaexpnum,没有国际经历,CN
3576,SS1609390607072,亚洲,firstlanguage,是,CN
3577,SS1609390607072,亚洲,monolingual,不，我只说中文,CN
3578,SS1609390607072,亚洲,targetlanguage,能,CN
3579,SS1609390607072,亚洲,objectiveses,四年/五年制大学本科学位,CN
3580,SS1609390607072,亚洲,subjectiveses,2,CN
3581,SS1609391110803,character(0),zipcode,1000,CN
3582,SS1609391110803,character(0),resimobinum,2,CN
3583,SS1609391110803,character(0),abroadexp,否,CN
