subject,culture,demog_question,demog_response
SS1651678298946,US,gender,Male
SS1651678298946,US,ethnic,White
SS1651678302508,US,age,36
SS1651678302508,US,gender,Male
SS1651678302508,US,ethnic,White
SS1651678327719,US,age,34
SS1651678327719,US,gender,Female
SS1651678327719,US,ethnic,White
SS1651678328286,US,age,38
SS1651678328286,US,gender,Male
SS1651678328286,US,ethnic,White
SS1651678331156,US,age,36
SS1651678331156,US,gender,Male
SS1651678331156,US,ethnic,White
SS1651678353530,US,age,20
SS1651678353530,US,gender,Female
SS1651678353530,US,ethnic,White
SS1651678384991,US,age,37
SS1651678384991,US,gender,Male
SS1651678384991,US,ethnic,White
SS1651678386286,US,age,38
SS1651678386286,US,gender,Male
SS1651678386286,US,ethnic,White
SS1651678409670,US,age,33
SS1651678409670,US,gender,Male
SS1651678409670,US,ethnic,White
SS1651678434328,US,age,47
SS1651678434328,US,gender,Male
SS1651678434328,US,ethnic,White
SS1651678459452,US,age,24
SS1651678459452,US,gender,Female
SS1651678459452,US,ethnic,White
SS1651678462364,US,age,49
SS1651678462364,US,gender,Male
SS1651678462364,US,ethnic,White
SS1651678474300,US,age,64
SS1651678474300,US,gender,Male
SS1651678474300,US,ethnic,White
SS1651678537895,US,age,66
SS1651678537895,US,gender,Male
SS1651678537895,US,ethnic,White
SS1651678538948,US,age,46
SS1651678538948,US,gender,Male
SS1651678538948,US,ethnic,White
SS1651678556653,US,age,29
SS1651678556653,US,gender,Male
SS1651678556653,US,ethnic,White
SS1651678559284,US,age,38
SS1651678559284,US,gender,Male
SS1651678559284,US,ethnic,White
SS1651678574838,US,age,64
SS1651678574838,US,gender,Male
SS1651678574838,US,ethnic,White
SS1651678625157,US,age,25
SS1651678625157,US,gender,Male
SS1651678625157,US,ethnic,"c(""White"", ""Hispanic or Latino"")"
SS1651678626616,US,age,26
SS1651678626616,US,gender,Male
SS1651678626616,US,ethnic,Asian
SS1651678635745,US,age,40
SS1651678635745,US,gender,Male
SS1651678635745,US,ethnic,White
SS1651678637077,US,age,43
SS1651678637077,US,gender,Female
SS1651678637077,US,ethnic,White
SS1651678701050,US,age,35
SS1651678701050,US,gender,Male
SS1651678701050,US,ethnic,White
SS1651678717637,US,age,50
SS1651678717637,US,gender,Female
SS1651678717637,US,ethnic,White
SS1651678770686,US,age,64
SS1651678770686,US,gender,Female
SS1651678770686,US,ethnic,Other
SS1651678809453,US,age,26
SS1651678809453,US,gender,Male
SS1651678809453,US,ethnic,"c(""American Indian or Alaska Native"", ""White"")"
SS1651678955017,US,age,66
SS1651678955017,US,gender,Female
SS1651678955017,US,ethnic,White
SS1651679034205,US,age,40
SS1651679034205,US,gender,Female
SS1651679034205,US,ethnic,White
SS1651679448134,US,age,31
SS1651679448134,US,gender,Male
SS1651679448134,US,ethnic,White
SS1651679534071,US,age,27
SS1651679534071,US,gender,Female
SS1651679534071,US,ethnic,White
SS1651679569580,US,age,39
SS1651679569580,US,gender,Male
SS1651679569580,US,ethnic,White
SS1651679629301,US,age,37
SS1651679629301,US,gender,Male
SS1651679629301,US,ethnic,White
SS1651679984067,US,age,32
SS1651679984067,US,gender,Female
SS1651679984067,US,ethnic,White
SS1651680129189,US,age,30
SS1651680129189,US,gender,Female
SS1651680129189,US,ethnic,White
SS1651680530568,US,age,35
SS1651680530568,US,gender,Male
SS1651680530568,US,ethnic,White
SS1651680818305,US,age,35
SS1651680818305,US,gender,Female
SS1651680818305,US,ethnic,White
SS1651680994828,US,age,34
SS1651680994828,US,gender,Male
SS1651680994828,US,ethnic,White
SS1651681877580,US,age,39
SS1651681877580,US,gender,Female
SS1651681877580,US,ethnic,White
SS1651682805154,US,age,33
SS1651682805154,US,gender,Male
SS1651682805154,US,ethnic,White
SS1651687447221,US,age,25
SS1651687447221,US,gender,Female
SS1651687447221,US,ethnic,"c(""Asian"", ""Hispanic or Latino"")"
SS1651689857645,US,age,56
SS1651689857645,US,gender,Male
SS1651689857645,US,ethnic,White
SS1651690446636,US,age,27
SS1651690446636,US,gender,Male
SS1651690446636,US,ethnic,White
SS1651690626669,US,age,27
SS1651690626669,US,gender,Female
SS1651690626669,US,ethnic,White
SS1651690672320,US,age,28
SS1651690672320,US,gender,Male
SS1651690672320,US,ethnic,Asian
SS1651690678231,US,age,43
SS1651690678231,US,gender,Female
SS1651690678231,US,ethnic,White
SS1651690678388,US,age,58
SS1651690678388,US,gender,Male
SS1651690678388,US,ethnic,White
SS1651690681690,US,age,28
SS1651690681690,US,gender,Female
SS1651690681690,US,ethnic,White
SS1651690683219,US,age,33
SS1651690683219,US,gender,Female
SS1651690683219,US,ethnic,White
SS1651690685286,US,age,77
SS1651690685286,US,gender,Female
SS1651690685286,US,ethnic,Black or African American
SS1651690687499,US,age,61
SS1651690687499,US,gender,Male
SS1651690687499,US,ethnic,"c(""White"", ""American Indian or Alaska Native"")"
SS1651690687538,US,age,40
SS1651690687538,US,gender,Male
SS1651690687538,US,ethnic,White
SS1651690691047,US,age,39
SS1651690691047,US,gender,Female
SS1651690691047,US,ethnic,White
SS1651690691327,US,age,60
SS1651690691327,US,gender,Male
SS1651690691327,US,ethnic,White
SS1651690698980,US,age,41
SS1651690698980,US,gender,Male
SS1651690698980,US,ethnic,White
SS1651690706045,US,age,64
SS1651690706045,US,gender,Female
SS1651690706045,US,ethnic,White
SS1651690707343,US,age,41
SS1651690707343,US,gender,Female
SS1651690707343,US,ethnic,White
SS1651690707467,US,age,31
SS1651690707467,US,gender,Male
SS1651690707467,US,ethnic,White
SS1651690708015,US,age,53
SS1651690708015,US,gender,Female
SS1651690708015,US,ethnic,White
SS1651690711805,US,age,28
SS1651690711805,US,gender,Male
SS1651690711805,US,ethnic,Asian
SS1651690714289,US,age,35
SS1651690714289,US,gender,Male
SS1651690714289,US,ethnic,Black or African American
SS1651690719363,US,age,26
SS1651690719363,US,gender,Female
SS1651690719363,US,ethnic,White
SS1651690719510,US,age,55
SS1651690719510,US,gender,Female
SS1651690719510,US,ethnic,White
SS1651690723933,US,age,26
SS1651690723933,US,gender,Male
SS1651690723933,US,ethnic,"c(""Asian"", ""Black or African American"")"
SS1651690727662,US,age,38
SS1651690727662,US,gender,Female
SS1651690727662,US,ethnic,White
SS1651690727759,US,age,36
SS1651690727759,US,gender,Female
SS1651690727759,US,ethnic,White
SS1651690729593,US,age,49
SS1651690729593,US,gender,Female
SS1651690729593,US,ethnic,White
SS1651690730467,US,age,27
SS1651690730467,US,gender,Female
SS1651690730467,US,ethnic,White
SS1651690731537,US,age,34
SS1651690731537,US,gender,Female
SS1651690731537,US,ethnic,White
SS1651690732177,US,age,37
SS1651690732177,US,gender,Male
SS1651690732177,US,ethnic,Hispanic or Latino
SS1651690735020,US,age,48
SS1651690735020,US,gender,Female
SS1651690735020,US,ethnic,White
SS1651690737808,US,age,45
SS1651690737808,US,gender,Male
SS1651690737808,US,ethnic,White
SS1651690740366,US,age,23
SS1651690740366,US,gender,Female
SS1651690740366,US,ethnic,White
SS1651690741486,US,age,72
SS1651690741486,US,gender,Male
SS1651690741486,US,ethnic,White
SS1651690741942,US,age,32
SS1651690741942,US,gender,Male
SS1651690741942,US,ethnic,White
SS1651690743939,US,age,27
SS1651690743939,US,gender,Female
SS1651690743939,US,ethnic,Asian
SS1651690748106,US,age,37
SS1651690748106,US,gender,Female
SS1651690748106,US,ethnic,White
SS1651690758188,US,age,71
SS1651690758188,US,gender,Male
SS1651690758188,US,ethnic,White
SS1651690762770,US,age,48
SS1651690762770,US,gender,Female
SS1651690762770,US,ethnic,White
SS1651690768899,US,age,39
SS1651690768899,US,gender,Female
SS1651690768899,US,ethnic,"c(""White"", ""Other"", ""Asian"")"
SS1651690782524,US,age,32
SS1651690782524,US,gender,Female
SS1651690782524,US,ethnic,White
SS1651690793463,US,age,38
SS1651690793463,US,gender,Male
SS1651690793463,US,ethnic,White
SS1651690802568,US,age,31
SS1651690802568,US,gender,Male
SS1651690802568,US,ethnic,White
SS1651690810190,US,age,39
SS1651690810190,US,gender,Female
SS1651690810190,US,ethnic,White
SS1651690858692,US,age,27
SS1651690858692,US,gender,Male
SS1651690858692,US,ethnic,White
SS1651690873357,US,age,51
SS1651690873357,US,gender,Female
SS1651690873357,US,ethnic,White
SS1651690892118,US,age,46
SS1651690892118,US,gender,Male
SS1651690892118,US,ethnic,White
SS1651690898679,US,age,27
SS1651690898679,US,gender,Female
SS1651690898679,US,ethnic,Black or African American
SS1651690926515,US,age,47
SS1651690926515,US,gender,Female
SS1651690926515,US,ethnic,White
SS1651690932141,US,age,33
SS1651690932141,US,gender,Male
SS1651690932141,US,ethnic,Asian
SS1651690949027,US,age,19
SS1651690949027,US,gender,Male
SS1651690949027,US,ethnic,White
SS1651691043519,US,age,26
SS1651691043519,US,gender,Female
SS1651691043519,US,ethnic,White
SS1651691175620,US,age,21
SS1651691175620,US,gender,Male
SS1651691175620,US,ethnic,"c(""Asian"", ""White"")"
SS1651691207769,US,age,43
SS1651691207769,US,gender,Male
SS1651691207769,US,ethnic,White
SS1651691673018,US,age,26
SS1651691673018,US,gender,Male
SS1651691673018,US,ethnic,White
SS1651692016531,US,age,35
SS1651692016531,US,gender,Male
SS1651692016531,US,ethnic,White
SS1651692160397,US,age,68
SS1651692160397,US,gender,Female
SS1651692160397,US,ethnic,White
SS1651694070275,US,age,51
SS1651694070275,US,gender,Male
SS1651694070275,US,ethnic,White
SS1651697396411,US,age,23
SS1651697396411,US,gender,Male
SS1651697396411,US,ethnic,"c(""White"", ""Asian"")"
SS1651868487521,US,age,44
SS1651868487521,US,gender,Female
SS1651868487521,US,ethnic,White
SS1651868699067,US,age,39
SS1651868699067,US,gender,Female
SS1651868699067,US,ethnic,White
SS1651868701012,US,age,21
SS1651868701012,US,gender,Female
SS1651868701012,US,ethnic,Hispanic or Latino
SS1651868705438,US,age,28
SS1651868705438,US,gender,Male
SS1651868705438,US,ethnic,White
SS1651868707186,US,age,30
SS1651868707186,US,gender,Male
SS1651868707186,US,ethnic,White
SS1651868708760,US,age,36
SS1651868708760,US,gender,Male
SS1651868708760,US,ethnic,Black or African American
SS1651868710355,US,age,45
SS1651868710355,US,gender,Male
SS1651868710355,US,ethnic,White
SS1651868712524,US,age,27
SS1651868712524,US,gender,Male
SS1651868712524,US,ethnic,"c(""White"", ""Hispanic or Latino"")"
SS1651868713554,US,age,70
SS1651868713554,US,gender,Female
SS1651868713554,US,ethnic,White
SS1651868714312,US,age,68
SS1651868714312,US,gender,Male
SS1651868714312,US,ethnic,White
SS1651868714404,US,age,36
SS1651868714404,US,gender,Female
SS1651868714404,US,ethnic,White
SS1651868716048,US,age,31
SS1651868716048,US,gender,Male
SS1651868716048,US,ethnic,White
SS1651868717843,US,age,24
SS1651868717843,US,gender,Male
SS1651868717843,US,ethnic,Black or African American
SS1651868718682,US,age,37
SS1651868718682,US,gender,Male
SS1651868718682,US,ethnic,White
SS1651868720723,US,age,57
SS1651868720723,US,gender,Female
SS1651868720723,US,ethnic,Other
SS1651868725160,US,age,27
SS1651868725160,US,gender,Non-binary
SS1651868725160,US,ethnic,White
SS1651868731784,US,age,43
SS1651868731784,US,gender,Male
SS1651868731784,US,ethnic,Asian
SS1651868736601,US,age,35
SS1651868736601,US,gender,Male
SS1651868736601,US,ethnic,White
SS1651868738305,US,age,19
SS1651868738305,US,gender,Male
SS1651868738305,US,ethnic,White
SS1651868744832,US,age,34
SS1651868744832,US,gender,Female
SS1651868744832,US,ethnic,White
SS1651868744957,US,age,30
SS1651868744957,US,gender,Female
SS1651868744957,US,ethnic,White
SS1651868745180,US,age,47
SS1651868745180,US,gender,Female
SS1651868745180,US,ethnic,White
SS1651868745703,US,age,23
SS1651868745703,US,gender,Male
SS1651868745703,US,ethnic,White
SS1651868751261,US,age,38
SS1651868751261,US,gender,Male
SS1651868751261,US,ethnic,White
SS1651868754302,US,age,29
SS1651868754302,US,gender,Male
SS1651868754302,US,ethnic,White
SS1651868756130,US,age,38
SS1651868756130,US,gender,Male
SS1651868756130,US,ethnic,White
SS1651868757005,US,age,36
SS1651868757005,US,gender,Female
SS1651868757005,US,ethnic,White
SS1651868767690,US,age,55
SS1651868767690,US,gender,Female
SS1651868767690,US,ethnic,White
SS1651868773205,US,age,50
SS1651868773205,US,gender,Female
SS1651868773205,US,ethnic,Black or African American
SS1651868778604,US,age,22
SS1651868778604,US,gender,Female
SS1651868778604,US,ethnic,Asian
SS1651868779378,US,age,63
SS1651868779378,US,gender,Male
SS1651868779378,US,ethnic,White
SS1651868780067,US,age,64
SS1651868780067,US,gender,Female
SS1651868780067,US,ethnic,White
SS1651868782330,US,age,25
SS1651868782330,US,gender,Male
SS1651868782330,US,ethnic,"c(""Black or African American"", ""White"")"
SS1651868783532,US,age,22
SS1651868783532,US,gender,Female
SS1651868783532,US,ethnic,White
SS1651868784777,US,age,41
SS1651868784777,US,gender,Male
SS1651868784777,US,ethnic,Asian
SS1651868788402,US,age,60
SS1651868788402,US,gender,Male
SS1651868788402,US,ethnic,White
SS1651868793732,US,age,57
SS1651868793732,US,gender,Female
SS1651868793732,US,ethnic,White
SS1651868795565,US,age,62
SS1651868795565,US,gender,Female
SS1651868795565,US,ethnic,White
SS1651868796147,US,age,31
SS1651868796147,US,gender,Male
SS1651868796147,US,ethnic,Hispanic or Latino
SS1651868796810,US,age,60
SS1651868796810,US,gender,Female
SS1651868796810,US,ethnic,White
SS1651868799606,US,age,39
SS1651868799606,US,gender,Female
SS1651868799606,US,ethnic,White
SS1651868800189,US,age,54
SS1651868800189,US,gender,Female
SS1651868800189,US,ethnic,White
SS1651868802451,US,age,54
SS1651868802451,US,gender,Male
SS1651868802451,US,ethnic,White
SS1651868810933,US,age,33
SS1651868810933,US,gender,Male
SS1651868810933,US,ethnic,Hispanic or Latino
SS1651868811761,US,age,31
SS1651868811761,US,gender,Decline to answer
SS1651868811761,US,ethnic,White
SS1651868811860,US,age,27
SS1651868811860,US,gender,Male
SS1651868811860,US,ethnic,"c(""Hispanic or Latino"", ""White"")"
SS1651868812123,US,age,31
SS1651868812123,US,gender,Female
SS1651868812123,US,ethnic,Other
SS1651868816028,US,age,26
SS1651868816028,US,gender,Male
SS1651868816028,US,ethnic,White
SS1651868817160,US,age,58
SS1651868817160,US,gender,Female
SS1651868817160,US,ethnic,White
SS1651868817171,US,age,65
SS1651868817171,US,gender,Female
SS1651868817171,US,ethnic,White
SS1651868820237,US,age,58
SS1651868820237,US,gender,Female
SS1651868820237,US,ethnic,White
SS1651868826063,US,age,63
SS1651868826063,US,gender,Female
SS1651868826063,US,ethnic,White
SS1651868827795,US,age,32
SS1651868827795,US,gender,Female
SS1651868827795,US,ethnic,White
SS1651868828049,US,age,42
SS1651868828049,US,gender,Female
SS1651868828049,US,ethnic,"c(""Hispanic or Latino"", ""White"")"
SS1651868830966,US,age,19
SS1651868830966,US,gender,Female
SS1651868830966,US,ethnic,"c(""Hispanic or Latino"", ""White"")"
SS1651868834466,US,age,57
SS1651868834466,US,gender,Male
SS1651868834466,US,ethnic,White
SS1651868837282,US,age,40
SS1651868837282,US,gender,Male
SS1651868837282,US,ethnic,White
SS1651868839147,US,age,41
SS1651868839147,US,gender,Male
SS1651868839147,US,ethnic,White
SS1651868839906,US,age,22
SS1651868839906,US,gender,Female
SS1651868839906,US,ethnic,Asian
SS1651868840289,US,age,26
SS1651868840289,US,gender,Female
SS1651868840289,US,ethnic,White
SS1651868840790,US,age,58
SS1651868840790,US,gender,Female
SS1651868840790,US,ethnic,"c(""White"", ""Asian"", ""Other"")"
SS1651868850581,US,age,28
SS1651868850581,US,gender,Male
SS1651868850581,US,ethnic,White
SS1651868852345,US,age,43
SS1651868852345,US,gender,Female
SS1651868852345,US,ethnic,White
SS1651868868975,US,age,34
SS1651868868975,US,gender,Male
SS1651868868975,US,ethnic,White
SS1651868873914,US,age,68
SS1651868873914,US,gender,Male
SS1651868873914,US,ethnic,White
SS1651868876318,US,age,44
SS1651868876318,US,gender,Male
SS1651868876318,US,ethnic,White
SS1651868901145,US,age,26
SS1651868901145,US,gender,Female
SS1651868901145,US,ethnic,White
SS1651868924360,US,age,33
SS1651868924360,US,gender,Male
SS1651868924360,US,ethnic,White
SS1651868966456,US,age,31
SS1651868966456,US,gender,Female
SS1651868966456,US,ethnic,White
SS1651869014963,US,age,28
SS1651869014963,US,gender,Male
SS1651869014963,US,ethnic,White
SS1651869017878,US,age,25
SS1651869017878,US,gender,Male
SS1651869017878,US,ethnic,White
SS1651869021473,US,age,29
SS1651869021473,US,gender,Non-binary
SS1651869021473,US,ethnic,White
SS1651869024622,US,age,56
SS1651869024622,US,gender,Male
SS1651869024622,US,ethnic,White
SS1651869038791,US,age,26
SS1651869038791,US,gender,Non-binary
SS1651869038791,US,ethnic,Hispanic or Latino
SS1651869076619,US,age,21
SS1651869076619,US,gender,Male
SS1651869076619,US,ethnic,Asian
SS1651869096666,US,age,60
SS1651869096666,US,gender,Female
SS1651869096666,US,ethnic,White
SS1651869107778,US,age,24
SS1651869107778,US,gender,Male
SS1651869107778,US,ethnic,White
SS1651869115143,US,age,22
SS1651869115143,US,gender,Male
SS1651869115143,US,ethnic,Asian
SS1651869117517,US,age,49
SS1651869117517,US,gender,Female
SS1651869117517,US,ethnic,White
SS1651869119140,US,age,35
SS1651869119140,US,gender,Female
SS1651869119140,US,ethnic,White
SS1651869128913,US,age,27
SS1651869128913,US,gender,Male
SS1651869128913,US,ethnic,"c(""Asian"", ""Hispanic or Latino"")"
SS1651869192697,US,age,29
SS1651869192697,US,gender,Female
SS1651869192697,US,ethnic,White
SS1651869198002,US,age,41
SS1651869198002,US,gender,Male
SS1651869198002,US,ethnic,White
SS1651869512955,US,age,24
SS1651869512955,US,gender,Male
SS1651869512955,US,ethnic,White
SS1651869609511,US,age,31
SS1651869609511,US,gender,Female
SS1651869609511,US,ethnic,White
SS1651869808693,US,age,28
SS1651869808693,US,gender,Female
SS1651869808693,US,ethnic,White
SS1651869849200,US,age,37
SS1651869849200,US,gender,Female
SS1651869849200,US,ethnic,White
SS1651870014949,US,age,25
SS1651870014949,US,gender,Male
SS1651870014949,US,ethnic,Black or African American
SS1651870238624,US,age,36
SS1651870238624,US,gender,Male
SS1651870238624,US,ethnic,White
SS1651870376242,US,age,31
SS1651870376242,US,gender,Female
SS1651870376242,US,ethnic,White
SS1651870443746,US,age,55
SS1651870443746,US,gender,Female
SS1651870443746,US,ethnic,White
SS1651871550730,US,age,39
SS1651871550730,US,gender,Female
SS1651871550730,US,ethnic,White
SS1651871841115,US,age,58
SS1651871841115,US,gender,Female
SS1651871841115,US,ethnic,White
SS1651871889261,US,age,37
SS1651871889261,US,gender,Male
SS1651871889261,US,ethnic,White
SS1651872480719,US,age,43
SS1651872480719,US,gender,Male
SS1651872480719,US,ethnic,White
SS1651873332890,US,age,36
SS1651873332890,US,gender,Decline to answer
SS1651873332890,US,ethnic,White
SS1651873359386,US,age,40
SS1651873359386,US,gender,Female
SS1651873359386,US,ethnic,White
SS1651878926426,US,age,36
SS1651878926426,US,gender,Male
SS1651878926426,US,ethnic,White
SS1651878928252,US,age,33
SS1651878928252,US,gender,Female
SS1651878928252,US,ethnic,White
SS1651616817210,US,identity_local_remainclose,1
SS1651616817210,US,identity_local_positiveimpact,2
SS1651616817210,US,identity_local_holiday,1
SS1651616817210,US,identity_local_proud,1
SS1651616819170,US,identity_local_remainclose,1
SS1651616819170,US,identity_local_positiveimpact,1
SS1651616819170,US,identity_local_holiday,2
SS1651616819170,US,identity_local_proud,1
SS1651616821119,US,identity_local_remainclose,3
SS1651616821119,US,identity_local_positiveimpact,3
SS1651616821119,US,identity_local_holiday,5
SS1651616821119,US,identity_local_proud,4
SS1651616823657,US,identity_local_remainclose,0
SS1651616823657,US,identity_local_positiveimpact,3
SS1651616823657,US,identity_local_holiday,0
SS1651616823657,US,identity_local_proud,1
SS1651616824013,US,identity_local_remainclose,3
SS1651616824013,US,identity_local_positiveimpact,4
SS1651616824013,US,identity_local_holiday,4
SS1651616824013,US,identity_local_proud,4
SS1651616829561,US,identity_local_remainclose,3
SS1651616829561,US,identity_local_positiveimpact,3
SS1651616829561,US,identity_local_holiday,0
SS1651616829561,US,identity_local_proud,3
SS1651616834023,US,identity_local_remainclose,0
SS1651616834023,US,identity_local_positiveimpact,0
SS1651616834023,US,identity_local_holiday,0
SS1651616834023,US,identity_local_proud,0
SS1651616835091,US,identity_local_remainclose,3
SS1651616835091,US,identity_local_positiveimpact,3
SS1651616835091,US,identity_local_holiday,3
SS1651616835091,US,identity_local_proud,4
SS1651616837719,US,identity_local_remainclose,5
SS1651616837719,US,identity_local_positiveimpact,4
SS1651616837719,US,identity_local_holiday,5
SS1651616837719,US,identity_local_proud,5
SS1651616838947,US,identity_local_remainclose,1
SS1651616838947,US,identity_local_positiveimpact,1
SS1651616838947,US,identity_local_holiday,4
SS1651616838947,US,identity_local_proud,1
SS1651616839031,US,identity_local_remainclose,2
SS1651616839031,US,identity_local_positiveimpact,2
SS1651616839031,US,identity_local_holiday,2
SS1651616839031,US,identity_local_proud,3
SS1651616839120,US,identity_local_remainclose,4
SS1651616839120,US,identity_local_positiveimpact,0
SS1651616839120,US,identity_local_holiday,4
SS1651616839120,US,identity_local_proud,3
SS1651616839551,US,identity_local_remainclose,5
SS1651616839551,US,identity_local_positiveimpact,4
SS1651616839551,US,identity_local_holiday,4
SS1651616839551,US,identity_local_proud,5
SS1651616839622,US,identity_local_remainclose,5
SS1651616839622,US,identity_local_positiveimpact,5
SS1651616839622,US,identity_local_holiday,5
SS1651616839622,US,identity_local_proud,5
SS1651616840889,US,identity_local_remainclose,4
SS1651616840889,US,identity_local_positiveimpact,4
SS1651616840889,US,identity_local_holiday,5
SS1651616840889,US,identity_local_proud,4
SS1651616841722,US,identity_local_remainclose,2
SS1651616841722,US,identity_local_positiveimpact,4
SS1651616841722,US,identity_local_holiday,4
SS1651616841722,US,identity_local_proud,3
SS1651616841972,US,identity_local_remainclose,1
SS1651616841972,US,identity_local_positiveimpact,3
SS1651616841972,US,identity_local_holiday,1
SS1651616841972,US,identity_local_proud,4
SS1651616843053,US,identity_local_remainclose,4
SS1651616843053,US,identity_local_positiveimpact,4
SS1651616843053,US,identity_local_holiday,5
SS1651616843053,US,identity_local_proud,5
SS1651616844450,US,identity_local_remainclose,4
SS1651616844450,US,identity_local_positiveimpact,3
SS1651616844450,US,identity_local_holiday,4
SS1651616844450,US,identity_local_proud,4
SS1651616844684,US,identity_local_remainclose,4
SS1651616844684,US,identity_local_positiveimpact,3
SS1651616844684,US,identity_local_holiday,4
SS1651616844684,US,identity_local_proud,5
SS1651616844911,US,identity_local_remainclose,3
SS1651616844911,US,identity_local_positiveimpact,2
SS1651616844911,US,identity_local_holiday,4
SS1651616844911,US,identity_local_proud,3
SS1651616846951,US,identity_local_remainclose,3
SS1651616846951,US,identity_local_positiveimpact,5
SS1651616846951,US,identity_local_holiday,5
SS1651616846951,US,identity_local_proud,6
SS1651616850845,US,identity_local_remainclose,3
SS1651616850845,US,identity_local_positiveimpact,2
SS1651616850845,US,identity_local_holiday,3
SS1651616850845,US,identity_local_proud,3
SS1651616854167,US,identity_local_remainclose,3
SS1651616854167,US,identity_local_positiveimpact,4
SS1651616854167,US,identity_local_holiday,3
SS1651616854167,US,identity_local_proud,4
SS1651616854402,US,identity_local_remainclose,6
SS1651616854402,US,identity_local_positiveimpact,4
SS1651616854402,US,identity_local_holiday,5
SS1651616854402,US,identity_local_proud,5
SS1651616857792,US,identity_local_remainclose,5
SS1651616857792,US,identity_local_positiveimpact,5
SS1651616857792,US,identity_local_holiday,5
SS1651616857792,US,identity_local_proud,5
SS1651616858489,US,identity_local_remainclose,5
SS1651616858489,US,identity_local_positiveimpact,5
SS1651616858489,US,identity_local_holiday,5
SS1651616858489,US,identity_local_proud,5
SS1651616858633,US,identity_local_remainclose,4
SS1651616858633,US,identity_local_positiveimpact,3
SS1651616858633,US,identity_local_holiday,4
SS1651616858633,US,identity_local_proud,5
SS1651616860080,US,identity_local_remainclose,3
SS1651616860080,US,identity_local_positiveimpact,4
SS1651616860080,US,identity_local_holiday,4
SS1651616860080,US,identity_local_proud,5
SS1651616860708,US,identity_local_remainclose,1
SS1651616860708,US,identity_local_positiveimpact,1
SS1651616860708,US,identity_local_holiday,1
SS1651616860708,US,identity_local_proud,1
SS1651616861128,US,identity_local_remainclose,4
SS1651616861128,US,identity_local_positiveimpact,4
SS1651616861128,US,identity_local_holiday,4
SS1651616861128,US,identity_local_proud,4
SS1651616861546,US,identity_local_remainclose,1
SS1651616861546,US,identity_local_positiveimpact,1
SS1651616861546,US,identity_local_holiday,1
SS1651616861546,US,identity_local_proud,1
SS1651616863114,US,identity_local_remainclose,2
SS1651616863114,US,identity_local_positiveimpact,3
SS1651616863114,US,identity_local_holiday,4
SS1651616863114,US,identity_local_proud,3
SS1651616863145,US,identity_local_remainclose,2
SS1651616863145,US,identity_local_positiveimpact,2
SS1651616863145,US,identity_local_holiday,2
SS1651616863145,US,identity_local_proud,2
SS1651616876627,US,identity_local_remainclose,5
SS1651616876627,US,identity_local_positiveimpact,5
SS1651616876627,US,identity_local_holiday,5
SS1651616876627,US,identity_local_proud,5
SS1651616909217,US,identity_local_remainclose,4
SS1651616909217,US,identity_local_positiveimpact,5
SS1651616909217,US,identity_local_holiday,5
SS1651616909217,US,identity_local_proud,5
SS1651616969092,US,identity_local_remainclose,4
SS1651616969092,US,identity_local_positiveimpact,3
SS1651616969092,US,identity_local_holiday,4
SS1651616969092,US,identity_local_proud,4
SS1651616969595,US,identity_local_remainclose,3
SS1651616969595,US,identity_local_positiveimpact,3
SS1651616969595,US,identity_local_holiday,2
SS1651616969595,US,identity_local_proud,3
SS1651616982939,US,identity_local_remainclose,4
SS1651616982939,US,identity_local_positiveimpact,0
SS1651616982939,US,identity_local_holiday,5
SS1651616982939,US,identity_local_proud,4
SS1651617013503,US,identity_local_remainclose,4
SS1651617013503,US,identity_local_positiveimpact,4
SS1651617013503,US,identity_local_holiday,4
SS1651617013503,US,identity_local_proud,4
SS1651617033971,US,identity_local_remainclose,6
SS1651617033971,US,identity_local_positiveimpact,5
SS1651617033971,US,identity_local_holiday,6
SS1651617033971,US,identity_local_proud,6
SS1651617071100,US,identity_local_remainclose,5
SS1651617071100,US,identity_local_positiveimpact,5
SS1651617071100,US,identity_local_holiday,5
SS1651617071100,US,identity_local_proud,5
SS1651617143573,US,identity_local_remainclose,0
SS1651617143573,US,identity_local_positiveimpact,0
SS1651617143573,US,identity_local_holiday,1
SS1651617143573,US,identity_local_proud,0
SS1651617282312,US,identity_local_remainclose,3
SS1651617282312,US,identity_local_positiveimpact,1
SS1651617282312,US,identity_local_holiday,2
SS1651617282312,US,identity_local_proud,3
SS1651617310480,US,identity_local_remainclose,4
SS1651617310480,US,identity_local_positiveimpact,4
SS1651617310480,US,identity_local_holiday,2
SS1651617310480,US,identity_local_proud,3
SS1651618567608,US,identity_local_remainclose,4
SS1651618567608,US,identity_local_positiveimpact,4
SS1651618567608,US,identity_local_holiday,5
SS1651618567608,US,identity_local_proud,4
SS1651624230659,US,identity_local_remainclose,6
SS1651624230659,US,identity_local_positiveimpact,6
SS1651624230659,US,identity_local_holiday,6
SS1651624230659,US,identity_local_proud,6
SS1651678150777,US,identity_local_remainclose,5
SS1651678150777,US,identity_local_positiveimpact,5
SS1651678150777,US,identity_local_holiday,5
SS1651678150777,US,identity_local_proud,5
SS1651678198123,US,identity_local_remainclose,5
SS1651678198123,US,identity_local_positiveimpact,5
SS1651678198123,US,identity_local_holiday,4
SS1651678198123,US,identity_local_proud,5
SS1651678202019,US,identity_local_remainclose,2
SS1651678202019,US,identity_local_positiveimpact,1
SS1651678202019,US,identity_local_holiday,1
