subject,culture,prompt,response,correct,coder
SS1651554809980,CN,Description23,轮船前面的东西颜色不同，分别为蓝色和橙色,1,
SS1651559729763,CN,Description23,轮子颜色,1,
SS1651560025455,CN,Description23,大轮子的颜色,1,
SS1651561685665,CN,Description23,轮圈滚轮的颜色,1,
SS1651562034956,CN,Description23,水轮颜色,1,
SS1651562868228,CN,Description23,水轮的颜色不一样,1,
SS1651564260438,CN,Description23,转轮,1,
SS1651564308340,CN,Description23,颜色,1,
SS1651565828518,CN,Description23,船前侧颜色变化,1,
SS1651568252846,CN,Description23,滚轮颜色不同,1,
SS1651568382617,CN,Description23,水轮颜色,1,
SS1651568918829,CN,Description23,船只转轮颜色,1,
SS1651570752111,CN,Description23,转轮颜色不同,1,
SS1651571509239,CN,Description23,前方转动东西的颜色不同,1,
SS1651572914976,CN,Description23,轮子颜色不同，一个红一个蓝,1,
SS1651576408487,CN,Description23,风车的颜色改变,1,
SS1651578940027,CN,Description23,螺旋桨颜色不同,1,
SS1651579399729,CN,Description23,轮船前面颜色不一样,1,
SS1651582669897,CN,Description23,轮船前面工具的颜色不同，一个蓝色一个红色,1,
SS1651590333066,CN,Description23,尾部明轮螺旋桨颜色不同,1,
SS1651620046254,CN,Description23,红色和蓝色,1,
SS1651623308643,CN,Description23,船上的轮子装物件颜色变了,1,
SS1651625504097,CN,Description23,轮船前面轮子不一样,1,
SS1651629675682,CN,Description23,船轮子的颜色,1,
SS1651631038398,CN,Description23,轮船前面的颜色,1,
SS1651631374290,CN,Description23,轮船前面的颜色不同。,1,
SS1651632269384,CN,Description23,轮子颜色,1,
SS1651633449820,CN,Description23,轮船的推力装置颜色不一样,1,
SS1651634088254,CN,Description23,颜色,1,
SS1651634616537,CN,Description23,船前大轮子颜色,1,
SS1651634772197,CN,Description23,轮子颜色,1,
SS1651636059839,CN,Description23,颜色,1,
SS1651637972613,CN,Description23,颜色,1,
SS1651642739005,CN,Description23,颜色不同,1,
SS1651644576691,CN,Description23,轮船上滚轮的颜色,1,
SS1651645903803,CN,Description23,船上的风车轮有橘色蓝色变化,1,
SS1651648364635,CN,Description23,前面齿轮的颜色，红色蓝色,1,
SS1651649525276,CN,Description23,两张水轮颜色不一样，一个是红色，一个是蓝色。,1,
SS1651652206023,CN,Description23,水浆,1,
SS1651652979760,CN,Description23,轮船前边那个轮的颜色,1,
SS1651654468673,CN,Description23,左侧滚轮颜色变化 红、蓝,1,
SS1651654992618,CN,Description23,水轮颜色,1,
SS1651655612985,CN,Description23,轮船划水器的颜色,1,
SS1651660777144,CN,Description23,颜色不同,1,
SS1651661370426,CN,Description23,滚轮的颜色,1,
SS1651662575870,CN,Description23,船桨的颜色,1,
SS1651663394470,CN,Description23,蓝色和红色,1,
SS1651664105704,CN,Description23,船身上类似水车的部分，一个为蓝色一个为橘红色,1,
SS1651665034176,CN,Description23,轮子颜色,1,
SS1651666650135,CN,Description23,轮子的颜色,1,
SS1651669607417,CN,Description23,设备颜色,1,
SS1651669856701,CN,Description23,扇水的风轮,1,
SS1651672824225,CN,Description23,船后面的动力桨颜色不同一个蓝色，一个橙色,1,
SS1651674999028,CN,Description23,船桨的颜色,1,
SS1651675575564,CN,Description23,轮子颜色不同，一个黄色， 一个蓝色,1,
SS1651675739437,CN,Description23,轮船前侧转轮颜色不同,1,
SS1651682617757,CN,Description23,轮子颜色不同，一个是蓝色，一个是白色,1,
SS1651705155608,CN,Description23,水车,1,
SS1651713128281,CN,Description23,轮船颜色,1,
SS1651721379726,CN,Description23,轮船前面的大风扇,1,
SS1651724542208,CN,Description23,船涡轮的颜色不同，一张蓝色，一张红色,1,
SS1651726203467,CN,Description23,船的颜色不同，一个红一个蓝,1,
SS1651727116955,CN,Description23,水车颜色改变,1,
SS1651727696486,CN,Description23,轮船上的卷轮颜色不同,1,
SS1651728177417,CN,Description23,船前端一个是红色一个是蓝色,1,
SS1651729682124,CN,Description23,船上风车轮的颜色一红一蓝,1,
SS1651729792731,CN,Description23,右下角轮船尾部划水装置颜色不同,1,
SS1651731235827,CN,Description23,轮船齿轮的颜色,1,
SS1651732296508,CN,Description23,轮船的前轮颜色不同,1,
SS1651734446265,CN,Description23,船前面的滚轮颜色不一样，红色和蓝色,1,
SS1651737005457,CN,Description23,轮船后面的扇叶颜色不一样,1,
SS1651739183035,CN,Description23,船前的旋转物体,1,
SS1651742060593,CN,Description23,船前面圆筒颜色不同,1,
SS1651743246534,CN,Description23,轮子的颜色,1,
SS1651744829480,CN,Description23,船前面的滚轮——蓝色、橘红色,1,
SS1651747335475,CN,Description23,邮轮的大轮颜色是黄或者蓝,1,
SS1651748703908,CN,Description23,红蓝颜色不同,1,
SS1651751338853,CN,Description23,前面滚轮颜色不一样，一个红色一个蓝色。,1,
SS1651751579584,CN,Description23,船轮的颜色不一样,1,
SS1651761786814,CN,Description23,轮子颜色,1,
SS1651762141455,CN,Description23,图片左边一个东西的颜色不同，黄色/紫色,1,
SS1651763037034,CN,Description23,颜色,1,
SS1651764193629,CN,Description23,轮子颜色,1,
SS1651765169248,CN,Description23,轮船前面不同,1,
SS1651765894743,CN,Description23,蓝色和褐色的轮船轮子,1,
SS1651765911820,CN,Description23,船上的排水的风车轮颜色不同,1,
SS1651767555827,CN,Description23,船上前面的圆滚颜色不一样,1,
SS1651769304707,CN,Description23,风车颜色不同,1,
SS1651771465459,CN,Description23,船前那个滚筒一样的东西颜色不一样,1,
SS1651783487150,CN,Description23, 水车,1,
SS1651798074227,CN,Description23,颜色,1,
SS1651799596238,CN,Description23,轮的颜色,1,
SS1651802919199,CN,Description23,船轮颜色,1,
SS1651804378273,CN,Description23,货轮船桨的颜色,1,
SS1651804729362,CN,Description23,未知,0,
SS1651804768520,CN,Description23,邮轮后面的旋转的物体颜色不一样,1,
SS1651806183814,CN,Description23,轮船前面东西的颜色,1,
SS1651807227958,CN,Description23,轮船前面轮子的颜色,1,
SS1651807671427,CN,Description23,轮船的前轮,1,
SS1651809674248,CN,Description23,船的卷轮改变了颜色,1,
SS1651810536901,CN,Description23,房子前面这个滚轴颜色不一样，一个橙色一个蓝色,1,
SS1651810766684,CN,Description23,轮船划水器的颜色,1,
SS1651811217708,CN,Description23,风车一个红色一个蓝色,1,
SS1651812084324,CN,Description23,前面大轮子颜色,1,
SS1651813057402,CN,Description23,划水器的颜色,1,
SS1651813633535,CN,Description23,红色和蓝色不同,1,
SS1651818877028,CN,Description23,轮船前方齿轮颜色,1,
SS1651821991579,CN,Description23,游轮前面滚轮的颜色不同，一个为蓝色一个为红色。,1,
SS1651822926317,CN,Description23,前面轮子一张红色一张蓝色,1,
SS1651827681410,CN,Description23,轮子颜色,1,
SS1651828791480,CN,Description23,前进轮,1,
SS1651835352625,CN,Description23,滚轮,1,
SS1651837328638,CN,Description23,邮轮前头,1,
SS1651837445397,CN,Description23,轮子颜色,1,
SS1651837683659,CN,Description23,轮船的涡轮颜色不同,1,
SS1651839455332,CN,Description23,轮子颜色,1,
SS1651840732818,CN,Description23,水车（？）颜色,1,
SS1651840989750,CN,Description23,轮子颜色,1,
SS1651842824466,CN,Description23,颜色,1,
SS1651844131204,CN,Description23,滚轮的颜色,1,
SS1651845522237,CN,Description23,风车的颜色，一个是红色，一个是蓝色,1,
SS1651845673245,CN,Description23,螺旋桨的颜色变了,1,
SS1651847391324,CN,Description23,涡轮颜色,1,
SS1651849043017,CN,Description23,船桨颜色不一样,1,
SS1651849550334,CN,Description23,转的颜色,1,
SS1651890985414,CN,Description23,齿轮的眼色,1,
SS1651891187280,CN,Description23,轮船前面涡轮颜色不同,1,
SS1651897042062,CN,Description23,轮船前面的轮子从红色变成蓝色,1,
SS1651901964830,CN,Description23,那个轮子的颜色,1,
SS1651905218784,CN,Description23,那个轮子颜色,1,
SS1651906129454,CN,Description23,船前边的轮子的颜色,1,
SS1651906591158,CN,Description23,颜色,1,
SS1651906687128,CN,Description23,前面木风车？的颜色蓝红不同,1,
SS1651907106845,CN,Description23,水车颜色,1,
SS1651910974793,CN,Description23,轮船尾部轮子的颜色是红和蓝,1,
SS1651912088419,CN,Description23,红色与蓝色,1,
SS1651915236922,CN,Description23,轮船的螺旋桨颜色不一样，一个是橙色，一个是蓝色。,1,
SS1651916837690,CN,Description23,游轮子的颜色,1,
SS1651916886491,CN,Description23,颜色,1,
SS1651918483229,CN,Description23,圆形物体的颜色,1,
SS1651919285907,CN,Description23,游轮水车颜色,1,
SS1651921503296,CN,Description23,水轮颜色,1,
SS1651922816094,CN,Description23,下方水力发电机颜色改变,1,
SS1651924494966,CN,Description23,轮船前面的大水轮颜色不同,1,
SS1651926576151,CN,Description23,颜色,1,
SS1651926856493,CN,Description23,轮船后方螺旋桨的颜色不一样。,1,
SS1651928385240,CN,Description23,风车颜色不同,1,
SS1651932416698,CN,Description23,轮船的颜色变化,1,
SS1651934015946,CN,Description23,水车颜色不同,1,
SS1651544690789,CN,Description24,车轮,1,
SS1651544824620,CN,Description24,红色车辆的轮毂图案在变化,1,
SS1651544913549,CN,Description24,后面楼,1,
SS1651545081461,CN,Description24,汽车的轮胎,1,
SS1651545107281,CN,Description24,车的轮胎图案不同,1,
SS1651545123067,CN,Description24,车的轮毂花纹不一样,1,
SS1651545188145,CN,Description24,车轮的形状,1,
SS1651545279588,CN,Description24,车轮胎,1,
SS1651545285513,CN,Description24,红色汽车前面轮胎不一样,1,
SS1651545357097,CN,Description24,轮胎纹理,1,
SS1651545751233,CN,Description24,红色车的轮子,1,
SS1651546122639,CN,Description24,车轮胎纹案,1,
SS1651546915326,CN,Description24,车轮图案不一致,1,
SS1651547162777,CN,Description24,红色车的轮胎,1,
SS1651548143005,CN,Description24,房子,0,
SS1651552362039,CN,Description24,轮胎不一样,1,
SS1651552795730,CN,Description24,建筑物,1,
SS1651552837542,CN,Description24,汽车轮毂,1,
SS1651553474432,CN,Description24,红车车轮,1,
SS1651553913160,CN,Description24,车轮的样式,1,
SS1651553969715,CN,Description24,轮胎花纹,1,
SS1651554145523,CN,Description24,车轮,1,
SS1651554184228,CN,Description24,未知,0,
SS1651554284065,CN,Description24,车轮里面的形状,1,
SS1651554809980,CN,Description24,轮子的构造不同,1,
SS1651559729763,CN,Description24,花园,0,
SS1651560025455,CN,Description24,车轮的样式,1,
SS1651561685665,CN,Description24,红色车车胎外观不同,1,
SS1651562034956,CN,Description24,车轮,1,
SS1651562868228,CN,Description24,车轮不一样,1,
SS1651564260438,CN,Description24,红车的后轮,1,
SS1651564308340,CN,Description24,房子,0,
SS1651565828518,CN,Description24,汽车轮子花纹变化,1,
SS1651568252846,CN,Description24,红色汽车轮胎不同,1,
SS1651568382617,CN,Description24,车胎,1,
SS1651568918829,CN,Description24,车轮样式不同,1,
SS1651570752111,CN,Description24,车轮,1,
SS1651571509239,CN,Description24,红色汽车的轮胎不同,1,
SS1651572914976,CN,Description24,红色汽车轮胎花纹不一样,1,
SS1651576408487,CN,Description24,未知,0,
SS1651578940027,CN,Description24,车轮结构,1,
SS1651579399729,CN,Description24,车的轮毂,1,
SS1651582669897,CN,Description24,车轮轮毂结构不同,1,
SS1651590333066,CN,Description24,轮毂造型不同,1,
SS1651620046254,CN,Description24,车轮里面的形状,1,
SS1651623308643,CN,Description24,车轮变了,1,
SS1651625504097,CN,Description24,轮胎花纹,1,
SS1651629675682,CN,Description24,车轮花纹,1,
SS1651631038398,CN,Description24,未知,0,
SS1651631374290,CN,Description24,汽车的轮子不同。,1,
SS1651632269384,CN,Description24,房子,0,
SS1651633449820,CN,Description24,汽车轮子不一样,1,
SS1651634088254,CN,Description24,轮胎,1,
SS1651634616537,CN,Description24,红车轮子,1,
SS1651634772197,CN,Description24,房子,0,
SS1651636059839,CN,Description24,窗户,0,
SS1651637972613,CN,Description24,未知,0,
SS1651642739005,CN,Description24,轮胎不同,1,
SS1651644576691,CN,Description24,车辆轮胎的花纹不同,1,
SS1651645903803,CN,Description24,车轮的轮毂不一样,1,
SS1651648364635,CN,Description24,车轮钢圈花纹不同,1,
SS1651649525276,CN,Description24,红色车子的轮胎不一样。,1,
SS1651652206023,CN,Description24,汽车车轮,1,
SS1651652979760,CN,Description24,车后边的轮胎,1,
SS1651654468673,CN,Description24,车轮样子变化,1,
SS1651654992618,CN,Description24,车轮,1,
SS1651655612985,CN,Description24,未知,0,
SS1651660777144,CN,Description24,车轮,1,
SS1651661370426,CN,Description24,未知,0,
SS1651662575870,CN,Description24,车毂,1,
SS1651663394470,CN,Description24,未知,0,
SS1651664105704,CN,Description24,汽车轮胎不同,1,
SS1651665034176,CN,Description24,红色车的轮子,1,
SS1651666650135,CN,Description24,车的轮毂,1,
SS1651669607417,CN,Description24,车轮,1,
SS1651669856701,CN,Description24,红色小车的车轮型号,1,
SS1651672824225,CN,Description24,车轮胎的钢滚轮不同,1,
SS1651674999028,CN,Description24,车的轮毂,1,
SS1651675575564,CN,Description24,车轮,1,
SS1651675739437,CN,Description24,轮子花纹不同,1,
SS1651682617757,CN,Description24,轮胎不同,1,
SS1651705155608,CN,Description24,轮胎条纹,1,
SS1651713128281,CN,Description24,汽车轮毂,1,
SS1651721379726,CN,Description24,汽车轮胎变化了,1,
SS1651724542208,CN,Description24,未知,0,
SS1651726203467,CN,Description24,轮胎的样子,1,
SS1651727116955,CN,Description24,轮胎,1,
SS1651727696486,CN,Description24,红色轿车的轮胎形状不同,1,
SS1651728177417,CN,Description24,红色汽车前后轮胎,1,
SS1651729682124,CN,Description24,轮子一个是同心圆一个有花纹,1,
SS1651729792731,CN,Description24,红色小车车轮样式不同,1,
SS1651731235827,CN,Description24,未知,0,
SS1651732296508,CN,Description24,轮毂不同,1,
SS1651734446265,CN,Description24,轮胎的样子,1,
SS1651737005457,CN,Description24,红色车的车轮毂,1,
SS1651739183035,CN,Description24,红车轮子,1,
SS1651742060593,CN,Description24,车轮不同,1,
SS1651743246534,CN,Description24,车轮,1,
SS1651744829480,CN,Description24,红车轮胎,1,
SS1651747335475,CN,Description24,车子的轮胎花纹不同,1,
SS1651748703908,CN,Description24,车轮不同,1,
SS1651751338853,CN,Description24,汽车轮子的样式不一样,1,
SS1651751579584,CN,Description24,轮子不一样,1,
SS1651761786814,CN,Description24,房子,0,
SS1651762141455,CN,Description24,红色汽车的轮子的样式不同,1,
SS1651763037034,CN,Description24,房子,0,
SS1651764193629,CN,Description24,未知,0,
SS1651765169248,CN,Description24,轮胎不同,1,
SS1651765894743,CN,Description24,轮胎不同,1,
SS1651765911820,CN,Description24,红色车的轮胎不一样,1,
SS1651767555827,CN,Description24,红色车子轮子上的图案不一样,1,
SS1651769304707,CN,Description24,红色车轮胎,1,
SS1651771465459,CN,Description24,汽车轮胎,1,
SS1651783487150,CN,Description24,轮胎,1,
SS1651798074227,CN,Description24,车轮,1,
SS1651799596238,CN,Description24,未知 ,0,
SS1651802919199,CN,Description24,车轮,1,
SS1651804378273,CN,Description24,红车的轮胎,1,
SS1651804729362,CN,Description24,车轮胎,1,
SS1651804768520,CN,Description24,车轮不同,1,
SS1651806183814,CN,Description24,汽车轮胎,1,
SS1651807227958,CN,Description24,红色汽车的车轮,1,
SS1651807671427,CN,Description24,红色轿车轮毂变化,1,
SS1651809674248,CN,Description24,车子轮子的花纹不同,1,
SS1651810536901,CN,Description24,车轮子不一样,1,
SS1651810766684,CN,Description24,未知,0,
SS1651811217708,CN,Description24,红色汽车后轮不一样,1,
SS1651812084324,CN,Description24,轮子花样改变,1,
SS1651813057402,CN,Description24,未知,0,
SS1651813633535,CN,Description24,未知,0,
SS1651818877028,CN,Description24,红色汽车车轮花纹,1,
SS1651821991579,CN,Description24,红色车轮胎花纹不同。,1,
SS1651822926317,CN,Description24,红车车轮不一样,1,
SS1651827681410,CN,Description24,轮胎花样,1,
SS1651828791480,CN,Description24,红色汽车轮毂,1,
SS1651835352625,CN,Description24,车轮,1,
SS1651837328638,CN,Description24,红色车轮,1,
SS1651837445397,CN,Description24,轮子,1,
SS1651837683659,CN,Description24,轮胎的样式不同,1,
SS1651839455332,CN,Description24,车轮,1,
SS1651840732818,CN,Description24,轮胎,1,
SS1651840989750,CN,Description24,坤子,1,
SS1651842824466,CN,Description24,未知,0,
SS1651844131204,CN,Description24,轮毂形状,1,
SS1651845522237,CN,Description24,红色汽车的轮胎,1,
SS1651845673245,CN,Description24,车轮的样式发生了变化,1,
SS1651847391324,CN,Description24,车轮,1,
SS1651849043017,CN,Description24,车轮形状不一样,1,
SS1651849550334,CN,Description24,汽车轮子不同,1,
SS1651890985414,CN,Description24,未知,0,
SS1651891187280,CN,Description24,汽车轮子不同,1,
SS1651897042062,CN,Description24,红色车子的车轮的样式发生变化,1,
SS1651901964830,CN,Description24,轮胎,1,
SS1651905218784,CN,Description24,车轮,1,
SS1651906129454,CN,Description24,轮胎的滚轮,1,
SS1651906591158,CN,Description24,车轮,1,
SS1651906687128,CN,Description24,车轮,1,
SS1651907106845,CN,Description24,轮胎样子,1,
SS1651910974793,CN,Description24,轮毂不同,1,
SS1651912088419,CN,Description24,轮胎花纹,1,
SS1651915236922,CN,Description24,红色车的车轮中间的花纹不一样。,1,
SS1651916837690,CN,Description24,未知,0,
SS1651916886491,CN,Description24,未知,0,
SS1651918483229,CN,Description24,未知,0,
SS1651919285907,CN,Description24,红色轿车轮胎图案,1,
SS1651921503296,CN,Description24,轮子图样变了,1,
SS1651922816094,CN,Description24,红色车子的车轮图案改变,1,
SS1651924494966,CN,Description24,红色车轮胎中间图案不同,1,
SS1651926576151,CN,Description24,未知,0,
SS1651926856493,CN,Description24,红色车的车轮中间的花纹不一样。,1,
SS1651928385240,CN,Description24,未知,0,
SS1651932416698,CN,Description24,车子轮子的款式变化,1,
SS1651934015946,CN,Description24,轮胎内盘的形状不同,1,
SS1651544690789,CN,Description25,车身,1,
SS1651544824620,CN,Description25,后面车辆的位置不同,1,
SS1651544913549,CN,Description25,车辆位置,1,
SS1651545081461,CN,Description25,白色小卡车的位置,1,
SS1651545107281,CN,Description25,马路的车一个稍微在前面运一点，另一个在后面,1,
SS1651545123067,CN,Description25,后面的白色车的位置有变化,1,
SS1651545188145,CN,Description25,中间汽车的位置,1,
SS1651545279588,CN,Description25,中间的红绿纹的白色车的位置,1,
SS1651545285513,CN,Description25,马路上的白色车子的位置不一样,1,
SS1651545357097,CN,Description25, 车的位置,1,
SS1651545751233,CN,Description25,远处的车的位置,1,
SS1651546122639,CN,Description25,靠中间那辆车的位置,1,
SS1651546915326,CN,Description25,白色小车位置改变,1,
SS1651547162777,CN,Description25,中间白色的车,1,
SS1651548143005,CN,Description25,车,1,
SS1651552362039,CN,Description25,白色的车子位置在往前,1,
SS1651552795730,CN,Description25,车辆,1,
SS1651552837542,CN,Description25,白色面包车位置,1,
SS1651553474432,CN,Description25,白车,1,
SS1651553913160,CN,Description25,车身上的条纹,1,
SS1651553969715,CN,Description25,车与电线的相对位置,1,
SS1651554145523,CN,Description25,白色车的位置,1,
SS1651554184228,CN,Description25,车子有前后的移动,1,
SS1651554284065,CN,Description25,后面车的位置,1,
SS1651554809980,CN,Description25,中间车的位置不同,1,
SS1651559729763,CN,Description25,白车,1,
SS1651560025455,CN,Description25,车和杆子的距离,1,
SS1651561685665,CN,Description25,后面白车位置不同,1,
SS1651562034956,CN,Description25,白色车子,1,
SS1651562868228,CN,Description25,救护车的位置不一样,1,
SS1651564260438,CN,Description25,货车,1,
SS1651564308340,CN,Description25,车,1,
SS1651565828518,CN,Description25,前面汽车位置有变化,1,
SS1651568252846,CN,Description25,路灯下面汽车长度不一样,1,
SS1651568382617,CN,Description25,后面车的位置,1,
SS1651568918829,CN,Description25,后方白车位置,1,
SS1651570752111,CN,Description25,中间车的位置,1,
SS1651571509239,CN,Description25,后方卡车在路上的位置不同,1,
SS1651572914976,CN,Description25,车子位置不一样,1,
SS1651576408487,CN,Description25,图中央白色车的位置,1,
SS1651578940027,CN,Description25,后方车子位置不同,1,
SS1651579399729,CN,Description25,车的前后距离,1,
SS1651582669897,CN,Description25,图片中央车子的位置不同,1,
SS1651590333066,CN,Description25,路口中车辆的位置不同,1,
SS1651620046254,CN,Description25,车的位置,1,
SS1651623308643,CN,Description25,后方的车子位置变了,1,
SS1651625504097,CN,Description25,后面车的位置不一样,1,
SS1651629675682,CN,Description25,路灯后白色车的位置,1,
SS1651631038398,CN,Description25,中间的洗车,1,
SS1651631374290,CN,Description25,车的速度不同。,1,
SS1651632269384,CN,Description25,白车,1,
SS1651633449820,CN,Description25,图片中间位置汽车车身长度不一样,1,
SS1651634088254,CN,Description25,车辆的位置,1,
SS1651634616537,CN,Description25,白皮卡的位置,1,
SS1651634772197,CN,Description25,白车,1,
SS1651636059839,CN,Description25,白车,1,
SS1651637972613,CN,Description25,车的位置,1,
SS1651642739005,CN,Description25,汽车位置不同,1,
SS1651644576691,CN,Description25,较远处车辆的位置,1,
SS1651645903803,CN,Description25,小货车的位置有变化,1,
SS1651648364635,CN,Description25,白色车的位置,1,
SS1651649525276,CN,Description25,有一张十字路口右侧的车开得更靠前,1,
SS1651652206023,CN,Description25,未知,0,
SS1651652979760,CN,Description25,车车的长度,1,
SS1651654468673,CN,Description25,后面的车位置变化,1,
SS1651654992618,CN,Description25,后面汽车的位置,1,
SS1651655612985,CN,Description25,车的位置不同,1,
SS1651660777144,CN,Description25,车子位置,1,
SS1651661370426,CN,Description25,电线杆后白色轿车的位置,1,
SS1651662575870,CN,Description25,中间车位置,1,
SS1651663394470,CN,Description25,车,1,
SS1651664105704,CN,Description25,马路中央白车位置不同 ,1,
SS1651665034176,CN,Description25,白色车的位置,1,
SS1651666650135,CN,Description25,车的大小,1,
SS1651669607417,CN,Description25,白车的大小,1,
SS1651669856701,CN,Description25,拐弯路口树木后面的汽车大小,1,
SS1651672824225,CN,Description25,电杆后面那辆白色的车的位置不同,1,
SS1651674999028,CN,Description25,后面车的位置不同,1,
SS1651675575564,CN,Description25,中间那个车与路灯重叠的位置,1,
SS1651675739437,CN,Description25,蓝色路口车辆位置不同,1,
SS1651682617757,CN,Description25,白色皮卡车的位置不同,1,
SS1651705155608,CN,Description25,车的位置,1,
SS1651713128281,CN,Description25,面包车的位置,1,
SS1651721379726,CN,Description25,汽车移位了,1,
SS1651724542208,CN,Description25,两张左侧汽车的位置不同,1,
SS1651726203467,CN,Description25,车的位置,1,
SS1651727116955,CN,Description25,白色车移动,1,
SS1651727696486,CN,Description25,房屋前面电灯杆后面的车位置不同,1,
SS1651728177417,CN,Description25,远处白色车车头方向不同,1,
SS1651729682124,CN,Description25,中间那辆车的位置一前一后,1,
SS1651729792731,CN,Description25,画面上方的白色车辆位置不同,1,
SS1651731235827,CN,Description25,货车的角度,1,
SS1651732296508,CN,Description25,汽车位置不同,1,
SS1651734446265,CN,Description25,后面白色带条纹车的位置,1,
SS1651737005457,CN,Description25,白色拖车的位置,1,
SS1651739183035,CN,Description25,左后测白车位置,1,
SS1651742060593,CN,Description25,车行驶的距离,1,
SS1651743246534,CN,Description25,车的位置,1,
SS1651744829480,CN,Description25,后边车的位置不同,1,
SS1651747335475,CN,Description25,远一点的吉普车的位置不同,1,
SS1651748703908,CN,Description25,稍远处的白车位置不同,1,
SS1651751338853,CN,Description25,后面车的位置不一样。,1,
SS1651751579584,CN,Description25,有彩色条纹的车的位置不一样,1,
SS1651761786814,CN,Description25,白车,1,
SS1651762141455,CN,Description25,图片中间白色汽车的位置不同,1,
SS1651763037034,CN,Description25,白车,1,
SS1651764193629,CN,Description25,车,1,
SS1651765169248,CN,Description25,车的位置不同,1,
SS1651765894743,CN,Description25,救护车前后开动,1,
SS1651765911820,CN,Description25,正在过马路的白色小车不一样,1,
SS1651767555827,CN,Description25,远处白色车不是在同一个地方,1,
SS1651769304707,CN,Description25,马路上的车,1,
SS1651771465459,CN,Description25,白色轿车上面那个车的车尾,1,
SS1651783487150,CN,Description25,皮卡车,1,
SS1651798074227,CN,Description25,白车,1,
SS1651799596238,CN,Description25,白色车的位置,1,
SS1651802919199,CN,Description25,栏杆后面白色车的位置,1,
SS1651804378273,CN,Description25,马路中间的车的位置,1,
SS1651804729362,CN,Description25,未知,0,
SS1651804768520,CN,Description25,路灯下的那辆白色车子位置不同,1,
SS1651806183814,CN,Description25,车的位置,1,
SS1651807227958,CN,Description25,警车的方向,1,
SS1651807671427,CN,Description25,过红绿灯的车,1,
SS1651809674248,CN,Description25,中间的白车左右移动,1,
SS1651810536901,CN,Description25,后面白色那个车不一样,1,
SS1651810766684,CN,Description25,车的位置不同,1,
SS1651811217708,CN,Description25,房子前面有个摆件位置不一样，一个左一个右,1,
SS1651812084324,CN,Description25,汽车位置一前一后,1,
SS1651813057402,CN,Description25,车的位置,1,
SS1651813633535,CN,Description25,远处那辆车的位置不同,1,
SS1651818877028,CN,Description25,马路上的车辆位置,1,
SS1651821991579,CN,Description25,警车行驶的位置不同，一个快一个慢。,1,
SS1651822926317,CN,Description25,路口白车露出多少不同,1,
SS1651827681410,CN,Description25,路灯和车的距离,1,
SS1651828791480,CN,Description25,过红绿灯的汽车,1,
SS1651835352625,CN,Description25,车在门口的位置,1,
SS1651837328638,CN,Description25,白色汽车,1,
SS1651837445397,CN,Description25,白车,1,
SS1651837683659,CN,Description25,汽车的前后位置不同,1,
SS1651839455332,CN,Description25,车,1,
SS1651840732818,CN,Description25,后面车的位置,1,
SS1651840989750,CN,Description25,白车,1,
SS1651842824466,CN,Description25,车的位置,1,
SS1651844131204,CN,Description25,车的位置,1,
SS1651845522237,CN,Description25,救护车与其身后绿树的距离,1,
SS1651845673245,CN,Description25,车子的后半部分改变了,1,
SS1651847391324,CN,Description25,未知,0,
SS1651849043017,CN,Description25,车的位置不一样,1,
SS1651849550334,CN,Description25,狗的位置,0,
SS1651890985414,CN,Description25,白色车漏出来多少不一样,1,
SS1651891187280,CN,Description25,白车的位置不同,1,
SS1651897042062,CN,Description25,中间白色的车子发生左右方向的位移,1,
SS1651901964830,CN,Description25,远处白车的位置,1,
SS1651905218784,CN,Description25,车的位置,1,
SS1651906129454,CN,Description25,车子在路上行驶的位置,1,
SS1651906591158,CN,Description25,车的位置,1,
SS1651906687128,CN,Description25,红绿纹路的白车所在位置改变,1,
SS1651907106845,CN,Description25,中间车的位置,1,
SS1651910974793,CN,Description25,路口货车的位置,1,
SS1651912088419,CN,Description25,后面车的位置,1,
SS1651915236922,CN,Description25,中间白车的位置不一样。,1,
SS1651916837690,CN,Description25,红车的位置有变化,1,
SS1651916886491,CN,Description25,汽车位置,1,
SS1651918483229,CN,Description25,后面车的位置,1,
SS1651919285907,CN,Description25,后面白车相对建筑的位置,1,
SS1651921503296,CN,Description25,车左右移动,1,
SS1651922816094,CN,Description25,后面的白色汽车位置改变,1,
SS1651924494966,CN,Description25,远处白车长度不同,1,
SS1651926576151,CN,Description25,小车的位置,1,
SS1651926856493,CN,Description25,中间纯白色车的位置不一样。,1,
SS1651928385240,CN,Description25,拐角处汽车行驶的距离不同,1,
SS1651932416698,CN,Description25,汽车在站牌距离的变化,1,
SS1651934015946,CN,Description25,白色卡车的位置不同,1,
SS1651544690789,CN,Description26,房顶,1,
SS1651544824620,CN,Description26,红色房子的烟囱有无,1,
SS1651544913549,CN,Description26,楼顶有没有小烟囱,1,
SS1651545081461,CN,Description26,建筑上面的烟囱,1,
SS1651545107281,CN,Description26,后面的房子一个有排气口，另一个没有,1,
SS1651545123067,CN,Description26,后面房子的烟囱一个有一个没有,1,
SS1651545188145,CN,Description26,房顶上建筑物的有无,1,
SS1651545279588,CN,Description26,烟囱,1,
SS1651545285513,CN,Description26,左边房子后面一个有建筑物一个没有,1,
SS1651545357097,CN,Description26,屋顶,1,
SS1651545751233,CN,Description26,红砖瓦的屋顶,1,
SS1651546122639,CN,Description26,左边建筑靠近观者的屋顶是否多出一个方形,1,
