subject,which_regions,demog_question,demog_response,culture
SS1609034845673,character(0),firstlanguage,是,CN
SS1609034845673,character(0),monolingual,不，我只说中文,CN
SS1609034845673,character(0),targetlanguage,能,CN
SS1609034845673,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609034845673,character(0),subjectiveses,5,CN
SS1609035087170,character(0),zipcode,1008,CN
SS1609035087170,character(0),resimobinum,2,CN
SS1609035087170,character(0),abroadexp,否,CN
SS1609035087170,character(0),overseaexpnum,两段国际经历,CN
SS1609035087170,character(0),firstlanguage,是,CN
SS1609035087170,character(0),monolingual,不，我只说中文,CN
SS1609035087170,character(0),targetlanguage,能,CN
SS1609035087170,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609035087170,character(0),subjectiveses,6,CN
SS1609035138833,character(0),zipcode,4098,CN
SS1609035138833,character(0),resimobinum,1,CN
SS1609035138833,character(0),abroadexp,否,CN
SS1609035138833,character(0),overseaexpnum,没有国际经历,CN
SS1609035138833,character(0),firstlanguage,是,CN
SS1609035138833,character(0),monolingual,不，我只说中文,CN
SS1609035138833,character(0),targetlanguage,能,CN
SS1609035138833,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609035138833,character(0),subjectiveses,2,CN
SS1609035269711,character(0),zipcode,30000,CN
SS1609035269711,character(0),resimobinum,1,CN
SS1609035269711,character(0),abroadexp,否,CN
SS1609035269711,character(0),overseaexpnum,两段国际经历,CN
SS1609035269711,character(0),firstlanguage,是,CN
SS1609035269711,character(0),monolingual,是，我是多语者,CN
SS1609035269711,character(0),targetlanguage,能,CN
SS1609035269711,character(0),objectiveses,有过一些研究生经历,CN
SS1609035269711,character(0),subjectiveses,4,CN
SS1609035512006,character(0),zipcode,1008,CN
SS1609035512006,character(0),resimobinum,23,CN
SS1609035512006,character(0),abroadexp,否,CN
SS1609035512006,character(0),overseaexpnum,没有国际经历,CN
SS1609035512006,character(0),firstlanguage,是,CN
SS1609035512006,character(0),monolingual,是，我是多语者,CN
SS1609035512006,character(0),targetlanguage,能,CN
SS1609035512006,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609035512006,character(0),subjectiveses,6,CN
SS1609035895621,character(0),zipcode,1000,CN
SS1609035895621,character(0),resimobinum,3,CN
SS1609035895621,character(0),abroadexp,否,CN
SS1609035895621,character(0),overseaexpnum,没有国际经历,CN
SS1609035895621,character(0),firstlanguage,是,CN
SS1609035895621,character(0),monolingual,是，我是多语者,CN
SS1609035895621,character(0),targetlanguage,能,CN
SS1609035895621,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609035895621,character(0),subjectiveses,5,CN
SS1609038166902,character(0),zipcode,1000,CN
SS1609038166902,character(0),resimobinum,5,CN
SS1609038166902,character(0),abroadexp,否,CN
SS1609038166902,character(0),overseaexpnum,三到五段国际经历,CN
SS1609038166902,character(0),firstlanguage,是,CN
SS1609038166902,character(0),monolingual,不，我只说中文,CN
SS1609038166902,character(0),targetlanguage,能,CN
SS1609038166902,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609038166902,character(0),subjectiveses,5,CN
SS1609038359555,character(0),zipcode,1008,CN
SS1609038359555,character(0),resimobinum,2,CN
SS1609038359555,character(0),abroadexp,否,CN
SS1609038359555,character(0),overseaexpnum,没有国际经历,CN
SS1609038359555,character(0),firstlanguage,是,CN
SS1609038359555,character(0),monolingual,是，我是多语者,CN
SS1609038359555,character(0),targetlanguage,能,CN
SS1609038359555,character(0),objectiveses,有过一些研究生经历,CN
SS1609038359555,character(0),subjectiveses,8,CN
SS1609040322263,character(0),zipcode,3500,CN
SS1609040322263,character(0),resimobinum,3,CN
SS1609040322263,character(0),abroadexp,否,CN
SS1609040322263,character(0),overseaexpnum,没有国际经历,CN
SS1609040322263,character(0),firstlanguage,是,CN
SS1609040322263,character(0),monolingual,不，我只说中文,CN
SS1609040322263,character(0),targetlanguage,能,CN
SS1609040322263,character(0),objectiveses,有过一些研究生经历,CN
SS1609040322263,character(0),subjectiveses,4,CN
SS1609041102827,character(0),zipcode,1008,CN
SS1609041102827,character(0),resimobinum,2,CN
SS1609041102827,character(0),abroadexp,否,CN
SS1609041102827,character(0),overseaexpnum,没有国际经历,CN
SS1609041102827,character(0),firstlanguage,是,CN
SS1609041102827,character(0),monolingual,不，我只说中文,CN
SS1609041102827,character(0),targetlanguage,能,CN
SS1609041102827,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609041102827,character(0),subjectiveses,3,CN
SS1609045009059,character(0),zipcode,4100,CN
SS1609045009059,character(0),resimobinum,4,CN
SS1609045009059,character(0),abroadexp,否,CN
SS1609045009059,character(0),overseaexpnum,没有国际经历,CN
SS1609045009059,character(0),firstlanguage,是,CN
SS1609045009059,character(0),monolingual,不，我只说中文,CN
SS1609045009059,character(0),targetlanguage,能,CN
SS1609045009059,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609045009059,character(0),subjectiveses,6,CN
SS1609045159745,character(0),zipcode,,CN
SS1609045159745,character(0),resimobinum,5,CN
SS1609045159745,character(0),abroadexp,否,CN
SS1609045159745,character(0),overseaexpnum,没有国际经历,CN
SS1609045159745,character(0),firstlanguage,是,CN
SS1609045159745,character(0),monolingual,是，我是多语者,CN
SS1609045159745,character(0),targetlanguage,能,CN
SS1609045159745,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609045159745,character(0),subjectiveses,7,CN
SS1609047757543,character(0),zipcode,1000,CN
SS1609047757543,character(0),resimobinum,1,CN
SS1609047757543,character(0),abroadexp,否,CN
SS1609047757543,character(0),overseaexpnum,没有国际经历,CN
SS1609047757543,character(0),firstlanguage,是,CN
SS1609047757543,character(0),monolingual,不，我只说中文,CN
SS1609047757543,character(0),targetlanguage,能,CN
SS1609047757543,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609047757543,character(0),subjectiveses,2,CN
SS1609048020762,character(0),zipcode,4120,CN
SS1609048020762,character(0),resimobinum,2,CN
SS1609048020762,character(0),abroadexp,否,CN
SS1609048020762,character(0),overseaexpnum,一段国际经历,CN
SS1609048020762,character(0),firstlanguage,是,CN
SS1609048020762,character(0),monolingual,是，我是多语者,CN
SS1609048020762,character(0),targetlanguage,能,CN
SS1609048020762,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609048020762,character(0),subjectiveses,3,CN
SS1609050562848,character(0),zipcode,1000,CN
SS1609050562848,character(0),resimobinum,4,CN
SS1609050562848,character(0),abroadexp,否,CN
SS1609050562848,character(0),overseaexpnum,三到五段国际经历,CN
SS1609050562848,character(0),firstlanguage,是,CN
SS1609050562848,character(0),monolingual,是，我是多语者,CN
SS1609050562848,character(0),targetlanguage,能,CN
SS1609050562848,character(0),objectiveses,有过一些研究生经历,CN
SS1609050562848,character(0),subjectiveses,8,CN
SS1609051064792,character(0),zipcode,4300,CN
SS1609051064792,character(0),resimobinum,3,CN
SS1609051064792,character(0),abroadexp,否,CN
SS1609051064792,character(0),overseaexpnum,没有国际经历,CN
SS1609051064792,character(0),firstlanguage,是,CN
SS1609051064792,character(0),monolingual,不，我只说中文,CN
SS1609051064792,character(0),targetlanguage,能,CN
SS1609051064792,character(0),objectiveses,有过一些研究生经历,CN
SS1609051064792,character(0),subjectiveses,4,CN
SS1609054193360,character(0),zipcode,6180,CN
SS1609054193360,character(0),resimobinum,3,CN
SS1609054193360,character(0),abroadexp,否,CN
SS1609054193360,character(0),overseaexpnum,没有国际经历,CN
SS1609054193360,character(0),firstlanguage,是,CN
SS1609054193360,character(0),monolingual,不，我只说中文,CN
SS1609054193360,character(0),targetlanguage,能,CN
SS1609054193360,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609054193360,character(0),subjectiveses,5,CN
SS1609054420221,character(0),zipcode,1022,CN
SS1609054420221,character(0),resimobinum,1,CN
SS1609054420221,character(0),abroadexp,否,CN
SS1609054420221,character(0),overseaexpnum,三到五段国际经历,CN
SS1609054420221,character(0),firstlanguage,是,CN
SS1609054420221,character(0),monolingual,,CN
SS1609054420221,character(0),targetlanguage,能,CN
SS1609054420221,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609054420221,character(0),subjectiveses,5,CN
SS1609056109961,character(0),zipcode,8432,CN
SS1609056109961,character(0),resimobinum,3,CN
SS1609056109961,character(0),abroadexp,否,CN
SS1609056109961,character(0),overseaexpnum,没有国际经历,CN
SS1609056109961,character(0),firstlanguage,是,CN
SS1609056109961,character(0),monolingual,不，我只说中文,CN
SS1609056109961,character(0),targetlanguage,能,CN
SS1609056109961,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609056109961,character(0),subjectiveses,3,CN
SS1609056238065,character(0),zipcode,,CN
SS1609056238065,character(0),resimobinum,3,CN
SS1609056238065,character(0),abroadexp,否,CN
SS1609056238065,character(0),overseaexpnum,没有国际经历,CN
SS1609056238065,character(0),firstlanguage,是,CN
SS1609056238065,character(0),monolingual,不，我只说中文,CN
SS1609056238065,character(0),targetlanguage,能,CN
SS1609056238065,character(0),objectiveses,有过一些研究生经历,CN
SS1609056238065,character(0),subjectiveses,5,CN
SS1609057298261,character(0),zipcode,1000,CN
SS1609057298261,character(0),resimobinum,3,CN
SS1609057298261,character(0),abroadexp,否,CN
SS1609057298261,character(0),overseaexpnum,没有国际经历,CN
SS1609057298261,character(0),firstlanguage,是,CN
SS1609057298261,character(0),monolingual,不，我只说中文,CN
SS1609057298261,character(0),targetlanguage,能,CN
SS1609057298261,character(0),objectiveses,有过一些研究生经历,CN
SS1609057298261,character(0),subjectiveses,6,CN
SS1609057764742,character(0),zipcode,1022,CN
SS1609057764742,character(0),resimobinum,3,CN
SS1609057764742,character(0),abroadexp,否,CN
SS1609057764742,character(0),overseaexpnum,没有国际经历,CN
SS1609057764742,character(0),firstlanguage,是,CN
SS1609057764742,character(0),monolingual,不，我只说中文,CN
SS1609057764742,character(0),targetlanguage,能,CN
SS1609057764742,character(0),objectiveses,有过一些研究生经历,CN
SS1609057764742,character(0),subjectiveses,5,CN
SS1609057903683,character(0),zipcode,0300,CN
SS1609057903683,character(0),resimobinum,6,CN
SS1609057903683,character(0),abroadexp,否,CN
SS1609057903683,character(0),overseaexpnum,三到五段国际经历,CN
SS1609057903683,character(0),firstlanguage,是,CN
SS1609057903683,character(0),monolingual,不，我只说中文,CN
SS1609057903683,character(0),targetlanguage,能,CN
SS1609057903683,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609057903683,character(0),subjectiveses,6,CN
SS1609062380695,character(0),zipcode,2000,CN
SS1609062380695,character(0),resimobinum,3,CN
SS1609062380695,character(0),abroadexp,否,CN
SS1609062380695,character(0),overseaexpnum,三到五段国际经历,CN
SS1609062380695,character(0),firstlanguage,是,CN
SS1609062380695,character(0),monolingual,是，我是多语者,CN
SS1609062380695,character(0),targetlanguage,能,CN
SS1609062380695,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609062380695,character(0),subjectiveses,8,CN
SS1609062423335,character(0),zipcode,244000,CN
SS1609062423335,character(0),resimobinum,3,CN
SS1609062423335,character(0),abroadexp,否,CN
SS1609062423335,character(0),overseaexpnum,三到五段国际经历,CN
SS1609062423335,character(0),firstlanguage,是,CN
SS1609062423335,character(0),monolingual,不，我只说中文,CN
SS1609062423335,character(0),targetlanguage,能,CN
SS1609062423335,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609062423335,character(0),subjectiveses,5,CN
SS1609064318009,character(0),zipcode,0140,CN
SS1609064318009,character(0),resimobinum,3,CN
SS1609064318009,character(0),abroadexp,否,CN
SS1609064318009,character(0),overseaexpnum,六段或更多国际经历,CN
SS1609064318009,character(0),firstlanguage,是,CN
SS1609064318009,character(0),monolingual,是，我是多语者,CN
SS1609064318009,character(0),targetlanguage,能,CN
SS1609064318009,character(0),objectiveses,有过一些研究生经历,CN
SS1609064318009,character(0),subjectiveses,7,CN
SS1609065406081,character(0),zipcode,2112,CN
SS1609065406081,character(0),resimobinum,4,CN
SS1609065406081,character(0),abroadexp,否,CN
SS1609065406081,character(0),overseaexpnum,一段国际经历,CN
SS1609065406081,character(0),firstlanguage,是,CN
SS1609065406081,character(0),monolingual,是，我是多语者,CN
SS1609065406081,character(0),targetlanguage,能,CN
SS1609065406081,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609065406081,character(0),subjectiveses,6,CN
SS1609073869026,character(0),zipcode,,CN
SS1609073869026,character(0),resimobinum,7,CN
SS1609073869026,character(0),abroadexp,否,CN
SS1609073869026,character(0),overseaexpnum,没有国际经历,CN
SS1609073869026,character(0),firstlanguage,是,CN
SS1609073869026,character(0),monolingual,不，我只说中文,CN
SS1609073869026,character(0),targetlanguage,能,CN
SS1609073869026,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609073869026,character(0),subjectiveses,6,CN
SS1609075750358,character(0),zipcode,,CN
SS1609075750358,character(0),resimobinum,3,CN
SS1609075750358,character(0),abroadexp,否,CN
SS1609075750358,character(0),overseaexpnum,没有国际经历,CN
SS1609075750358,character(0),firstlanguage,是,CN
SS1609075750358,character(0),monolingual,是，我是多语者,CN
SS1609075750358,character(0),targetlanguage,能,CN
SS1609075750358,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609075750358,character(0),subjectiveses,4,CN
SS1609079699037,character(0),zipcode,1008,CN
SS1609079699037,character(0),resimobinum,4,CN
SS1609079699037,character(0),abroadexp,否,CN
SS1609079699037,character(0),overseaexpnum,没有国际经历,CN
SS1609079699037,character(0),firstlanguage,是,CN
SS1609079699037,character(0),monolingual,是，我是多语者,CN
SS1609079699037,character(0),targetlanguage,能,CN
SS1609079699037,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609079699037,character(0),subjectiveses,3,CN
SS1609086776753,character(0),zipcode,2130,CN
SS1609086776753,character(0),resimobinum,5,CN
SS1609086776753,character(0),abroadexp,否,CN
SS1609086776753,character(0),overseaexpnum,两段国际经历,CN
SS1609086776753,character(0),firstlanguage,是,CN
SS1609086776753,character(0),monolingual,是，我是多语者,CN
SS1609086776753,character(0),targetlanguage,能,CN
SS1609086776753,character(0),objectiveses,有过一些研究生经历,CN
SS1609086776753,character(0),subjectiveses,7,CN
SS1609105368955,character(0),zipcode,2133,CN
SS1609105368955,character(0),resimobinum,2,CN
SS1609105368955,character(0),abroadexp,否,CN
SS1609105368955,character(0),overseaexpnum,一段国际经历,CN
SS1609105368955,character(0),firstlanguage,是,CN
SS1609105368955,character(0),monolingual,是，我是多语者,CN
SS1609105368955,character(0),targetlanguage,能,CN
SS1609105368955,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609105368955,character(0),subjectiveses,7,CN
SS1609108368156,character(0),zipcode,4634,CN
SS1609108368156,character(0),resimobinum,3,CN
SS1609108368156,character(0),abroadexp,否,CN
SS1609108368156,character(0),overseaexpnum,没有国际经历,CN
SS1609108368156,character(0),firstlanguage,是,CN
SS1609108368156,character(0),monolingual,不，我只说中文,CN
SS1609108368156,character(0),targetlanguage,能,CN
SS1609108368156,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609108368156,character(0),subjectiveses,6,CN
SS1609116587428,character(0),zipcode,5140,CN
SS1609116587428,character(0),resimobinum,3,CN
SS1609116587428,character(0),abroadexp,否,CN
SS1609116587428,character(0),overseaexpnum,没有国际经历,CN
SS1609116587428,character(0),firstlanguage,是,CN
SS1609116587428,character(0),monolingual,不，我只说中文,CN
SS1609116587428,character(0),targetlanguage,能,CN
SS1609116587428,character(0),objectiveses,有过一些研究生经历,CN
SS1609116587428,character(0),subjectiveses,6,CN
SS1609121014512,character(0),zipcode,3610,CN
SS1609121014512,character(0),resimobinum,2,CN
SS1609121014512,character(0),abroadexp,否,CN
SS1609121014512,character(0),overseaexpnum,没有国际经历,CN
SS1609121014512,character(0),firstlanguage,是,CN
SS1609121014512,character(0),monolingual,不，我只说中文,CN
SS1609121014512,character(0),targetlanguage,能,CN
SS1609121014512,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609121014512,character(0),subjectiveses,6,CN
SS1609121221630,character(0),zipcode,0170,CN
SS1609121221630,character(0),resimobinum,2,CN
SS1609121221630,character(0),abroadexp,否,CN
SS1609121221630,character(0),overseaexpnum,没有国际经历,CN
SS1609121221630,character(0),firstlanguage,是,CN
SS1609121221630,character(0),monolingual,不，我只说中文,CN
SS1609121221630,character(0),targetlanguage,能,CN
SS1609121221630,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609121221630,character(0),subjectiveses,5,CN
SS1609121912186,character(0),zipcode,51402,CN
SS1609121912186,character(0),resimobinum,3,CN
SS1609121912186,character(0),abroadexp,否,CN
SS1609121912186,character(0),overseaexpnum,没有国际经历,CN
SS1609121912186,character(0),firstlanguage,是,CN
SS1609121912186,character(0),monolingual,是，我是多语者,CN
SS1609121912186,character(0),targetlanguage,能,CN
SS1609121912186,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609121912186,character(0),subjectiveses,5,CN
SS1609123270584,character(0),zipcode,1000,CN
SS1609123270584,character(0),resimobinum,3,CN
SS1609123270584,character(0),abroadexp,否,CN
SS1609123270584,character(0),overseaexpnum,没有国际经历,CN
SS1609123270584,character(0),firstlanguage,是,CN
SS1609123270584,character(0),monolingual,是，我是多语者,CN
SS1609123270584,character(0),targetlanguage,能,CN
SS1609123270584,character(0),objectiveses,有过一些研究生经历,CN
SS1609123270584,character(0),subjectiveses,6,CN
SS1609125348720,character(0),zipcode,1000,CN
SS1609125348720,character(0),resimobinum,3,CN
SS1609125348720,character(0),abroadexp,否,CN
SS1609125348720,character(0),overseaexpnum,六段或更多国际经历,CN
SS1609125348720,character(0),firstlanguage,是,CN
SS1609125348720,character(0),monolingual,是，我是多语者,CN
SS1609125348720,character(0),targetlanguage,能,CN
SS1609125348720,character(0),objectiveses,有过一些研究生经历,CN
SS1609125348720,character(0),subjectiveses,6,CN
SS1609132098611,character(0),zipcode,361000,CN
SS1609132098611,character(0),resimobinum,3,CN
SS1609132098611,character(0),abroadexp,否,CN
SS1609132098611,character(0),overseaexpnum,没有国际经历,CN
SS1609132098611,character(0),firstlanguage,是,CN
SS1609132098611,character(0),monolingual,不，我只说中文,CN
SS1609132098611,character(0),targetlanguage,能,CN
SS1609132098611,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609132098611,character(0),subjectiveses,5,CN
SS1609139734485,character(0),zipcode,342100,CN
SS1609139734485,character(0),resimobinum,7,CN
SS1609139734485,character(0),abroadexp,否,CN
SS1609139734485,character(0),overseaexpnum,一段国际经历,CN
SS1609139734485,character(0),firstlanguage,是,CN
SS1609139734485,character(0),monolingual,不，我只说中文,CN
SS1609139734485,character(0),targetlanguage,能,CN
SS1609139734485,character(0),objectiveses,有过一些研究生经历,CN
SS1609139734485,character(0),subjectiveses,5,CN
SS1609141291161,character(0),zipcode,,CN
SS1609141291161,character(0),resimobinum,2,CN
SS1609141291161,character(0),abroadexp,否,CN
SS1609141291161,character(0),overseaexpnum,三到五段国际经历,CN
SS1609141291161,character(0),firstlanguage,是,CN
SS1609141291161,character(0),monolingual,是，我是多语者,CN
SS1609141291161,character(0),targetlanguage,能,CN
SS1609141291161,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609141291161,character(0),subjectiveses,6,CN
SS1609143031482,南美洲,zipcode,1001,CN
SS1609143031482,南美洲,resimobinum,5,CN
SS1609143031482,南美洲,abroadexp,是,CN
SS1609143031482,南美洲,overseaexpnum,六段或更多国际经历,CN
SS1609143031482,南美洲,firstlanguage,是,CN
SS1609143031482,南美洲,monolingual,不，我只说中文,CN
SS1609143031482,南美洲,targetlanguage,能,CN
SS1609143031482,南美洲,objectiveses,四年/五年制大学本科学位,CN
SS1609143031482,南美洲,subjectiveses,7,CN
SS1609144676893,character(0),zipcode,1023,CN
SS1609144676893,character(0),resimobinum,19,CN
SS1609144676893,character(0),abroadexp,否,CN
SS1609144676893,character(0),overseaexpnum,三到五段国际经历,CN
SS1609144676893,character(0),firstlanguage,是,CN
SS1609144676893,character(0),monolingual,是，我是多语者,CN
SS1609144676893,character(0),targetlanguage,能,CN
SS1609144676893,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609144676893,character(0),subjectiveses,6,CN
SS1609146491935,character(0),zipcode,1008,CN
SS1609146491935,character(0),resimobinum,2,CN
SS1609146491935,character(0),abroadexp,否,CN
SS1609146491935,character(0),overseaexpnum,没有国际经历,CN
SS1609146491935,character(0),firstlanguage,是,CN
SS1609146491935,character(0),monolingual,不，我只说中文,CN
SS1609146491935,character(0),targetlanguage,能,CN
SS1609146491935,character(0),objectiveses,有过一些研究生经历,CN
SS1609146491935,character(0),subjectiveses,7,CN
SS1609150558457,character(0),zipcode,2362,CN
SS1609150558457,character(0),resimobinum,5,CN
SS1609150558457,character(0),abroadexp,否,CN
SS1609150558457,character(0),overseaexpnum,三到五段国际经历,CN
SS1609150558457,character(0),firstlanguage,是,CN
SS1609150558457,character(0),monolingual,是，我是多语者,CN
SS1609150558457,character(0),targetlanguage,能,CN
SS1609150558457,character(0),objectiveses,有过一些研究生经历,CN
SS1609150558457,character(0),subjectiveses,4,CN
SS1609156148777,character(0),zipcode,1101,CN
SS1609156148777,character(0),resimobinum,2,CN
SS1609156148777,character(0),abroadexp,否,CN
SS1609156148777,character(0),overseaexpnum,三到五段国际经历,CN
SS1609156148777,character(0),firstlanguage,是,CN
SS1609156148777,character(0),monolingual,不，我只说中文,CN
SS1609156148777,character(0),targetlanguage,能,CN
SS1609156148777,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609156148777,character(0),subjectiveses,7,CN
SS1609163312228,character(0),zipcode,2747,CN
SS1609163312228,character(0),resimobinum,3,CN
SS1609163312228,character(0),abroadexp,否,CN
SS1609163312228,character(0),overseaexpnum,没有国际经历,CN
SS1609163312228,character(0),firstlanguage,是,CN
SS1609163312228,character(0),monolingual,是，我是多语者,CN
SS1609163312228,character(0),targetlanguage,能,CN
SS1609163312228,character(0),objectiveses,有过一些研究生经历,CN
SS1609163312228,character(0),subjectiveses,6,CN
SS1609165042530,亚洲,zipcode,6100,CN
SS1609165042530,亚洲,resimobinum,6,CN
SS1609165042530,亚洲,abroadexp,是,CN
SS1609165042530,亚洲,overseaexpnum,一段国际经历,CN
SS1609165042530,亚洲,firstlanguage,是,CN
SS1609165042530,亚洲,monolingual,是，我是多语者,CN
SS1609165042530,亚洲,targetlanguage,能,CN
SS1609165042530,亚洲,objectiveses,四年/五年制大学本科学位,CN
SS1609165042530,亚洲,subjectiveses,7,CN
SS1609166832692,character(0),zipcode,1008,CN
SS1609166832692,character(0),resimobinum,2,CN
SS1609166832692,character(0),abroadexp,否,CN
SS1609166832692,character(0),overseaexpnum,没有国际经历,CN
SS1609166832692,character(0),firstlanguage,是,CN
SS1609166832692,character(0),monolingual,不，我只说中文,CN
SS1609166832692,character(0),targetlanguage,能,CN
SS1609166832692,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609166832692,character(0),subjectiveses,4,CN
SS1609206019548,character(0),zipcode,1008,CN
SS1609206019548,character(0),resimobinum,3,CN
SS1609206019548,character(0),abroadexp,否,CN
SS1609206019548,character(0),overseaexpnum,一段国际经历,CN
SS1609206019548,character(0),firstlanguage,是,CN
SS1609206019548,character(0),monolingual,是，我是多语者,CN
SS1609206019548,character(0),targetlanguage,能,CN
SS1609206019548,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609206019548,character(0),subjectiveses,4,CN
SS1609208930844,character(0),zipcode,,CN
SS1609208930844,character(0),resimobinum,3,CN
SS1609208930844,character(0),abroadexp,否,CN
SS1609208930844,character(0),overseaexpnum,没有国际经历,CN
SS1609208930844,character(0),firstlanguage,是,CN
SS1609208930844,character(0),monolingual,不，我只说中文,CN
SS1609208930844,character(0),targetlanguage,能,CN
SS1609208930844,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609208930844,character(0),subjectiveses,3,CN
SS1609213276315,character(0),zipcode,1008,CN
SS1609213276315,character(0),resimobinum,3,CN
SS1609213276315,character(0),abroadexp,否,CN
SS1609213276315,character(0),overseaexpnum,没有国际经历,CN
SS1609213276315,character(0),firstlanguage,是,CN
SS1609213276315,character(0),monolingual,是，我是多语者,CN
SS1609213276315,character(0),targetlanguage,能,CN
SS1609213276315,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609213276315,character(0),subjectiveses,5,CN
SS1609214157015,character(0),zipcode,5500,CN
SS1609214157015,character(0),resimobinum,4,CN
SS1609214157015,character(0),abroadexp,否,CN
SS1609214157015,character(0),overseaexpnum,没有国际经历,CN
SS1609214157015,character(0),firstlanguage,是,CN
SS1609214157015,character(0),monolingual,是，我是多语者,CN
SS1609214157015,character(0),targetlanguage,能,CN
SS1609214157015,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609214157015,character(0),subjectiveses,8,CN
SS1609222543224,character(0),zipcode,2660,CN
SS1609222543224,character(0),resimobinum,10,CN
SS1609222543224,character(0),abroadexp,否,CN
SS1609222543224,character(0),overseaexpnum,没有国际经历,CN
SS1609222543224,character(0),firstlanguage,是,CN
SS1609222543224,character(0),monolingual,不，我只说中文,CN
SS1609222543224,character(0),targetlanguage,能,CN
SS1609222543224,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609222543224,character(0),subjectiveses,6,CN
SS1609223067371,character(0),zipcode,2740,CN
SS1609223067371,character(0),resimobinum,一个,CN
SS1609223067371,character(0),abroadexp,否,CN
SS1609223067371,character(0),overseaexpnum,没有国际经历,CN
SS1609223067371,character(0),firstlanguage,是,CN
SS1609223067371,character(0),monolingual,不，我只说中文,CN
SS1609223067371,character(0),targetlanguage,能,CN
SS1609223067371,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609223067371,character(0),subjectiveses,7,CN
SS1609225913111,character(0),zipcode,1008,CN
SS1609225913111,character(0),resimobinum,2,CN
SS1609225913111,character(0),abroadexp,否,CN
SS1609225913111,character(0),overseaexpnum,没有国际经历,CN
SS1609225913111,character(0),firstlanguage,是,CN
SS1609225913111,character(0),monolingual,不，我只说中文,CN
SS1609225913111,character(0),targetlanguage,能,CN
SS1609225913111,character(0),objectiveses,有过一些研究生经历,CN
SS1609225913111,character(0),subjectiveses,6,CN
SS1609229037242,character(0),zipcode,1008,CN
SS1609229037242,character(0),resimobinum,3,CN
SS1609229037242,character(0),abroadexp,否,CN
SS1609229037242,character(0),overseaexpnum,两段国际经历,CN
SS1609229037242,character(0),firstlanguage,是,CN
SS1609229037242,character(0),monolingual,不，我只说中文,CN
SS1609229037242,character(0),targetlanguage,能,CN
SS1609229037242,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609229037242,character(0),subjectiveses,4,CN
SS1609229287946,character(0),zipcode,1008,CN
SS1609229287946,character(0),resimobinum,4,CN
SS1609229287946,character(0),abroadexp,否,CN
SS1609229287946,character(0),overseaexpnum,没有国际经历,CN
SS1609229287946,character(0),firstlanguage,是,CN
SS1609229287946,character(0),monolingual,是，我是多语者,CN
SS1609229287946,character(0),targetlanguage,能,CN
SS1609229287946,character(0),objectiveses,有过一些研究生经历,CN
SS1609229287946,character(0),subjectiveses,4,CN
SS1609233742402,character(0),zipcode,4530,CN
SS1609233742402,character(0),resimobinum,2,CN
SS1609233742402,character(0),abroadexp,否,CN
SS1609233742402,character(0),overseaexpnum,两段国际经历,CN
SS1609233742402,character(0),firstlanguage,是,CN
SS1609233742402,character(0),monolingual,是，我是多语者,CN
SS1609233742402,character(0),targetlanguage,能,CN
SS1609233742402,character(0),objectiveses,有过一些研究生经历,CN
SS1609233742402,character(0),subjectiveses,5,CN
SS1609234368670,character(0),zipcode,472100,CN
SS1609234368670,character(0),resimobinum,7,CN
SS1609234368670,character(0),abroadexp,否,CN
SS1609234368670,character(0),overseaexpnum,两段国际经历,CN
