subject,culture,prompt,response,correct,coder
SS1651690735532,US,Description21,Church steeple moved,1,abc
SS1651690737808,US,Description21,The steeple in the top left kept moving.,1,abc
SS1651690740366,US,Description21,The building in the back is shifting to the left.,1,abc
SS1651690741486,US,Description21,church tower on the left appears and disappears,1,abc
SS1651690741942,US,Description21,Placement of the tower.,1,abc
SS1651690743939,US,Description21,The building on the left moved to the right,1,abc
SS1651690748106,US,Description21,church steeple in background,1,abc
SS1651690758188,US,Description21,the steeple in the background changed position,1,abc
SS1651690762770,US,Description21,The church steeple in the back moves from left to right of the building in front of it,1,abc
SS1651690768899,US,Description21,"The church is towards the left side in one picture, and then moved further to the right in the other one.",1,abc
SS1651690793463,US,Description21,pleasure boat and work boat,0,abc
SS1651690802568,US,Description21,The position of the church tower moves.,1,abc
SS1651690810190,US,Description21,place of tower,1,abc
SS1651690858692,US,Description21,tower in background,1,abc
SS1651690873357,US,Description21,position of the house on the left ,1,abc
SS1651690892118,US,Description21,The church tower (?) is changing positions.,1,abc
SS1651690898679,US,Description21,The tallest tower changes positions,1,abc
SS1651690926515,US,Description21,The white building in the back ground with a peak changes positions from closer to the left side to farther from the left side,1,abc
SS1651690932141,US,Description21,tower position is different ,1,abc
SS1651690949027,US,Description21,Lighthouse position,1,abc
SS1651691043519,US,Description21,The left tower is moved.,1,abc
SS1651691175620,US,Description21,The church building in the background is at a different location in one of the images,1,abc
SS1651691207769,US,Description21,Church steeple moving,1,abc
SS1651691673018,US,Description21,The church steeple changes position,1,abc
SS1651692016531,US,Description21,steeple switches sides.,1,abc
SS1651692160397,US,Description21,unknown,0,abc
SS1651694070275,US,Description21,unknown,0,abc
SS1651697396411,US,Description21,church,1,abc
SS1651868487521,US,Description21,a building kept moving from left to right,1,abc
SS1651868699067,US,Description21,"The church tower is on the right of the church in one image, and on the left in the other",1,abc
SS1651868701012,US,Description21,unknown,0,abc
SS1651868705438,US,Description21,One of the building on left side is in different places.,1,abc
SS1651868707186,US,Description21,A tower in the left part of the image's background switches places from left to right.,1,abc
SS1651868708760,US,Description21,what looks like the top of a church moves,1,abc
SS1651868710355,US,Description21,The church tower is in a different place,1,abc
SS1651868712524,US,Description21,The building behind the trees changes location.,1,abc
SS1651868713554,US,Description21,unknown,0,abc
SS1651868714312,US,Description21,The church with the tower has moved from one location to another when the first photo is compared with the second.,1,abc
SS1651868714404,US,Description21,The building peak in the background moves left and right. ,1,abc
SS1651868716048,US,Description21,The steeple in top left of the image moves.,1,abc
SS1651868717843,US,Description21,Location of building in the back.,1,abc
SS1651868718682,US,Description21,The steeple in the background moves positions.,1,abc
SS1651868720723,US,Description21,the church steeple moves on the left ,1,abc
SS1651868725160,US,Description21,tower in back in different spot,1,abc
SS1651868731784,US,Description21,unknown,0,abc
SS1651868736601,US,Description21,The spire in the trees shifts around.,1,abc
SS1651868738305,US,Description21,The tower in the background is moved,1,abc
SS1651868744832,US,Description21,The church in the back left moves,1,abc
SS1651868744957,US,Description21,Church steeple moves left and right,1,abc
SS1651868745180,US,Description21,church on the back has moved,1,abc
SS1651868745703,US,Description21,The lighthouse in the background moves location.,1,abc
SS1651868751261,US,Description21,A building in the background moves horizontally.,1,abc
SS1651868754302,US,Description21,the tower in the back left of the photo was moving from the left side to the middle of the picture.,1,abc
SS1651868755995,US,Description21,position of church steeple,1,abc
SS1651868756130,US,Description21,A bell-tower or steeple changes position,1,abc
SS1651868757005,US,Description21,the church steeple is more to the left or right in different photos,1,abc
SS1651868761529,US,Description21,steeple moves,1,abc
SS1651868767690,US,Description21,the church steeple in the distance disappears,1,abc
SS1651868773205,US,Description21,The building is in a different spot.,1,abc
SS1651868778604,US,Description21,the church building in the top left corner moved from left to right,1,abc
SS1651868779378,US,Description21,A steeple in the left part of picture moves left and right of foreground images. ,1,abc
SS1651868780067,US,Description21,steeple in background in different position,1,abc
SS1651868782330,US,Description21,Unknown,0,abc
SS1651868783532,US,Description21,The church in the background moves across the wooded area,1,abc
SS1651868784777,US,Description21,position of tower in distance on left,1,abc
SS1651868788340,US,Description21,one of the buildings is moving.,1,abc
SS1651868788402,US,Description21,The position of the church tower,1,abc
SS1651868793732,US,Description21,The building is moving in the background.,1,abc
SS1651868796147,US,Description21,the pointy tower in the back moves,1,abc
SS1651868796810,US,Description21,"building (church?) is in a different place, further left",1,abc
SS1651868799606,US,Description21,the church steeple moves left or right,1,abc
SS1651868800189,US,Description21,The church steeple moves left and right,1,abc
SS1651868802451,US,Description21,clock tower changes position,1,abc
SS1651868810933,US,Description21,church top ,1,abc
SS1651868811761,US,Description21,The position of one of the spires on the left moves considerable in the background,1,abc
SS1651868811860,US,Description21,The building behind changes its place,1,abc
SS1651868812123,US,Description21,the pointy building in the back left changes spots either left or towards the middle,1,abc
SS1651868816028,US,Description21,The position of the church steeple in the background,1,abc
SS1651868817160,US,Description21,unknown,0,abc
SS1651868817171,US,Description21,steeple changes position,1,abc
SS1651868820237,US,Description21,steeple moves,1,abc
SS1651868826063,US,Description21,church steeple in different places,1,abc
SS1651868827795,US,Description21,The church on the left is missing,1,abc
SS1651868828049,US,Description21,steeple/building moves places ,1,abc
SS1651868830966,US,Description21,building moved,1,abc
SS1651868834466,US,Description21,the church steeple moves,1,abc
SS1651868836129,US,Description21,position of clock tower,1,abc
SS1651868837282,US,Description21,clocktower moves,1,abc
SS1651868839147,US,Description21,one of the buildings is moved in a different direction,1,abc
SS1651868839906,US,Description21,the church tower in the back changes in position,1,abc
SS1651868840289,US,Description21,The placement of the church steeple is different between the two photos.,1,abc
SS1651868840790,US,Description21,One is a houseboat and one is a tug boat,0,abc
SS1651868850581,US,Description21,Position of tower in background,1,abc
SS1651868852345,US,Description21,steeple,1,abc
SS1651868868975,US,Description21,location of the church is different ,1,abc
SS1651868873914,US,Description21,chuch stepple location back left in different positions,1,abc
SS1651868876318,US,Description21,the steeple moves left and right,1,abc
SS1651868901145,US,Description21,the location of the tall pointy building,1,abc
SS1651868924360,US,Description21,the tower above the left building switches sides,1,abc
SS1651868966456,US,Description21,The steeple moves to the left or right.,1,abc
SS1651869014963,US,Description21,lighthouse placement,1,abc
SS1651869017878,US,Description21,The horizontal position of the spire on the left side varies between images,1,abc
SS1651869021473,US,Description21,missing steeple in left side ,1,abc
SS1651869024622,US,Description21,building with a spire was in a different place,1,abc
SS1651869038791,US,Description21,A tower in the background changes positions.,1,abc
SS1651869076619,US,Description21,The lighthouse in the top left was shifting between left and right,1,abc
SS1651869096666,US,Description21,church steeple location,1,abc
SS1651869107778,US,Description21,there is a church top that moves between the left and right,1,abc
SS1651869115143,US,Description21,Tower in the back moves left to right.,1,abc
SS1651869117517,US,Description21,the position of the church is different,1,abc
SS1651869119140,US,Description21,The church was moving.,1,abc
SS1651869128913,US,Description21,The building on the left with the black pointed top changes location,1,abc
SS1651869192697,US,Description21,the church steeple moves places,1,abc
SS1651869198002,US,Description21,the building on the top left is different,1,abc
SS1651869512955,US,Description21,The one tower in the background in the top left is moving,1,abc
SS1651869609511,US,Description21,The tower in the background moves.,1,abc
SS1651869808693,US,Description21,The church tower white building is in a different position in each picture,1,abc
SS1651869849200,US,Description21,Tower,1,abc
SS1651870014949,US,Description21,The tower in the distance background is further right in the second picture,1,abc
SS1651870238624,US,Description21,The church steeple in the background changed position.,1,abc
SS1651870376242,US,Description21,The tall building in the background on the left is in a different location in one of the photos,1,abc
SS1651870443746,US,Description21,there's a church spire on the left side on one,1,abc
SS1651871550730,US,Description21,steeple moving left to right,1,abc
SS1651871841115,US,Description21,lighthouse in the back appears in a different spot,1,abc
SS1651871889261,US,Description21,The chapel is in different positions at the top of the pic,1,abc
SS1651872480719,US,Description21,The steeple on the left side is in different positions.,1,abc
SS1651873332890,US,Description21,the building moves in the background,1,abc
SS1651873359386,US,Description21,The steeple of the church (?) moves places,1,abc
SS1651878926426,US,Description21,church steeple location in background,1,abc
SS1651878928252,US,Description21,location of church tower,1,abc
SS1651616817210,US,Description22,the windows on the police boat change,1,abc
SS1651616819170,US,Description22,the windows on the boat change,1,abc
SS1651616821119,US,Description22,window on boat,1,abc
SS1651616823657,US,Description22,windows appear and disappear on police boat,1,abc
SS1651616824013,US,Description22,The police boat with bigger or smaller window.,1,abc
SS1651616827589,US,Description22,windows,1,abc
SS1651616829561,US,Description22,the windows of the boat are different,1,abc
SS1651616834023,US,Description22,one image has more windows on teh side of the boat,1,abc
SS1651616835091,US,Description22,The windows on the boat change,1,abc
SS1651616837719,US,Description22,unknown,0,abc
SS1651616838947,US,Description22,The boat moves forward slightly,0,abc
SS1651616839031,US,Description22,windows changes,1,abc
SS1651616839120,US,Description22,window missing,1,abc
SS1651616839551,US,Description22,unknown,0,abc
SS1651616839622,US,Description22,unknown,0,abc
SS1651616840889,US,Description22,The windows on the police boat appear and disappear and/or change appearance.,1,abc
SS1651616841722,US,Description22,There are more windows on the boat in one picture.,1,abc
SS1651616841972,US,Description22,"The window is a small triangle in one picture, and there is a much bigger window in the next picture",1,abc
SS1651616843053,US,Description22,windows are different,1,abc
SS1651616844450,US,Description22,the windows are different,1,abc
SS1651616844684,US,Description22,windows appear,1,abc
SS1651616844911,US,Description22,windows,1,abc
SS1651616846951,US,Description22,the boats window,1,abc
SS1651616850845,US,Description22,the boat has more window than the other,1,abc
SS1651616854167,US,Description22,windows on boat appear/dissapear,1,abc
SS1651616854402,US,Description22,Boat side window is larger.,1,abc
SS1651616857792,US,Description22,unknown,0,abc
SS1651616858489,US,Description22,the window is missing off of the side of the boat,1,abc
SS1651616858633,US,Description22,the windows on the boat are different.,1,abc
SS1651616860080,US,Description22,unknown,0,abc
SS1651616860708,US,Description22,boat windows,1,abc
SS1651616861128,US,Description22,windows,1,abc
SS1651616861546,US,Description22,windows on boat,1,abc
SS1651616863114,US,Description22,The windows on the boat ,1,abc
SS1651616863145,US,Description22,The boat windows are larger,1,abc
SS1651616876627,US,Description22,the windows disappear in one picture,1,abc
SS1651616909217,US,Description22,the windows are different sizes,1,abc
SS1651616969092,US,Description22,the windows on the boat,1,abc
SS1651616982939,US,Description22,The number of windows on the boat changes.,1,abc
SS1651617013503,US,Description22,windows in boat,1,abc
SS1651617033971,US,Description22,windows,1,abc
SS1651617071100,US,Description22,the windows on the boat,1,abc
SS1651617143573,US,Description22,Half of the windows were removed,1,abc
SS1651617282312,US,Description22,one boat has more windows,1,abc
SS1651617310480,US,Description22,More windows on police boat in one image and less in the other image.,1,abc
SS1651624230659,US,Description22,the windows on the boat,1,abc
SS1651678198123,US,Description22,The windows get covered on the boat,1,abc
SS1651678202019,US,Description22,Window arrangement on orange police boat. ,1,abc
SS1651678206055,US,Description22,the boat is slightly moved up in one photo and slightly moved back in the other photo,0,abc
SS1651678216185,US,Description22,unknown,0,abc
SS1651678216437,US,Description22,the windows on the side of the boat,1,abc
SS1651678218891,US,Description22,the boat has more windows in the second,1,abc
SS1651678220434,US,Description22,uknown,0,abc
SS1651678221331,US,Description22,the windows of the police boat are different,1,abc
SS1651678224995,US,Description22,the windows in police boat are closed,1,abc
SS1651678226524,US,Description22,unknown,0,abc
SS1651678227696,US,Description22,unknown,0,abc
SS1651678229872,US,Description22,unknown,0,abc
SS1651678232565,US,Description22,windows on the boat disappear,1,abc
SS1651678239759,US,Description22,"In one picture, there are several windows on the side of the boat, in the other picture, there is only one window on the side of the boat.",1,abc
SS1651678242246,US,Description22,windows on the boat,1,abc
SS1651678243882,US,Description22,The boat has more windows in one of the pictures.,1,abc
SS1651678244241,US,Description22,The number of windows on the boats differ. In one picture there is one window while the other has two or three windows.,1,abc
SS1651678245327,US,Description22,The windows on the side of the police boat,1,abc
SS1651678246113,US,Description22,unknown,0,abc
SS1651678246330,US,Description22,The windows on the police boat appear and disappear. ,1,abc
SS1651678248637,US,Description22,One of the boats has more windows on the bridge.,1,abc
SS1651678248989,US,Description22,windows on tugboat,1,abc
SS1651678249603,US,Description22,Windows on the side of the orange boat disappear in one of the snapshots.,1,abc
SS1651678250397,US,Description22,The window on the police boat,1,abc
SS1651678252363,US,Description22,The windows on the boat.,1,abc
SS1651678252935,US,Description22,unknown,0,abc
SS1651678253736,US,Description22,unknown,0,abc
SS1651678256204,US,Description22,windows are missing from the boat,1,abc
SS1651678257395,US,Description22,There are additional side windows in the boat in one of the photos.,1,abc
SS1651678258791,US,Description22,Windows on side of boat,1,abc
SS1651678259296,US,Description22,windows change on boat,1,abc
SS1651678260164,US,Description22,windows on boat,1,abc
SS1651678260331,US,Description22,The police boat has windows on the side of the wheel house in one photo and not in the other.,1,abc
SS1651678260663,US,Description22,The boat has two big windows instead of one.,1,abc
SS1651678261063,US,Description22,2 windows on the boat disappear,1,abc
SS1651678261912,US,Description22,the windows,1,abc
SS1651678262590,US,Description22,unknown,0,abc
SS1651678262854,US,Description22,The window appears and disappears,1,abc
SS1651678263725,US,Description22,windows on the police boat,1,abc
SS1651678265100,US,Description22,windows on boat,1,abc
SS1651678265263,US,Description22,Unknown,0,abc
SS1651678267011,US,Description22,The window on the police boat disappears and then appears.,1,abc
SS1651678267140,US,Description22,Boat window disappears,1,abc
SS1651678267405,US,Description22,unknown,0,abc
SS1651678268119,US,Description22,unknown,0,abc
SS1651678270245,US,Description22,more windows in one of the boats,1,abc
SS1651678270524,US,Description22,the amount of windows on the boat is different,1,abc
SS1651678271326,US,Description22,The windows on the boat in one of the pictures was much smaller than in the other.,1,abc
SS1651678274966,US,Description22,unknown,0,abc
SS1651678278178,US,Description22,number of windows,1,abc
SS1651678298946,US,Description22,windows on boat,1,abc
SS1651678302508,US,Description22,The police boat has more windows in one picture.,1,abc
SS1651678327719,US,Description22,there are more windows in one photo,1,abc
SS1651678328286,US,Description22,The windows on the police boat switch between 1 and 3,1,abc
SS1651678331156,US,Description22,The windows on the sides are different,1,abc
SS1651678353530,US,Description22,the windows on the boat,1,abc
SS1651678384991,US,Description22,The police boat has different sized windows,1,abc
SS1651678386286,US,Description22,the amount of windows on boat changes,1,abc
SS1651678409670,US,Description22,the windows are missing ,1,abc
SS1651678434328,US,Description22,the windows of the boat are different,1,abc
SS1651678459452,US,Description22,"There was only one, small window on the boat in one image",1,abc
SS1651678462364,US,Description22,"The windows, on the side of the boat are alternately appearing and disappearing.",1,abc
SS1651678474300,US,Description22,boat windows,1,abc
SS1651678537895,US,Description22,One of the windows is changing between photos.,1,abc
SS1651678538948,US,Description22,number of windows on the police boat changed,1,abc
SS1651678556653,US,Description22,unknown.,0,abc
SS1651678559284,US,Description22,I can't see the difference,0,abc
SS1651678574838,US,Description22,Window on side of boat.,1,abc
SS1651678625157,US,Description22,The windows are missing in one and are there in the other,1,abc
SS1651678626616,US,Description22,"In one picture the boat has a tiny triangle side window, in the other, the whole side has windows.",1,abc
SS1651678637077,US,Description22,the windows on the boat,1,abc
SS1651678701050,US,Description22,unknown,0,abc
SS1651678717637,US,Description22,side windows of boat area mostly glass in one photo and mostly a solid yellow in the other,1,abc
SS1651678770686,US,Description22,the size of the windows on the boat change,1,abc
SS1651678809453,US,Description22,the windows on the police vessel,1,abc
SS1651678955017,US,Description22,The number of windows on the police boat change.,1,abc
SS1651679034205,US,Description22,boat moves,0,abc
SS1651679448134,US,Description22,The number of windows on the boat,1,abc
SS1651679534071,US,Description22,the window design on the side of the boat changes,1,abc
SS1651679569580,US,Description22,windows on boat,1,abc
SS1651679629301,US,Description22,windows are different,1,abc
SS1651679984067,US,Description22,windows disappearing,1,abc
SS1651680129189,US,Description22,windows on boat,1,abc
SS1651680530568,US,Description22,window on the boat,1,abc
SS1651680818305,US,Description22,windows,1,abc
SS1651680994828,US,Description22,There is more windows,1,abc
SS1651681877580,US,Description22,There are missing windows.,1,abc
SS1651682805154,US,Description22,unknown,0,abc
SS1651687447221,US,Description22,one picture has two windows the other only has one,1,abc
SS1651689857645,US,Description22,unknown,0,abc
SS1651690446636,US,Description22,unknown,0,abc
SS1651690626669,US,Description22,there are 2 more windows on the cabin of the boat,1,abc
SS1651690672320,US,Description22,The number of windows are different.,1,abc
SS1651690674639,US,Description22,extra window,1,abc
SS1651690678231,US,Description22,window,1,abc
SS1651690678388,US,Description22,The windows on the boat disappear then reappear from one picture frame to the next.,1,abc
SS1651690681690,US,Description22,window of the boat,1,abc
SS1651690683219,US,Description22,There are more side windows on the Police boat in one picture.,1,abc
SS1651690685286,US,Description22,The cabin window on the boat is open in one picture but closed in the next.,1,abc
SS1651690687499,US,Description22,boat windows change,1,abc
SS1651690687538,US,Description22,window on boat small then larger,1,abc
SS1651690691047,US,Description22,unknown,0,abc
SS1651690691327,US,Description22,different windows on boat,1,abc
SS1651690698980,US,Description22,unknown,0,abc
SS1651690706045,US,Description22,boat window,1,abc
SS1651690707343,US,Description22,windows,1,abc
SS1651690707467,US,Description22,back window missing,1,abc
SS1651690708015,US,Description22,There are more windows on the police boat in one picture,1,abc
SS1651690711805,US,Description22,Missing window,1,abc
SS1651690714289,US,Description22,in one picture the boat has 3 windows and in the other the boat has one window,1,abc
SS1651690719363,US,Description22,the windows on the boat change,1,abc
SS1651690719510,US,Description22,windows in police boat and then no windows,1,abc
SS1651690723933,US,Description22,The boat window is missing,1,abc
SS1651690727662,US,Description22,One boat has more/bigger windows.,1,abc
SS1651690727759,US,Description22,extra windows,1,abc
SS1651690729593,US,Description22,There are numerous windows on the boat in one and only one in the other,1,abc
SS1651690730467,US,Description22,the boat has less windows,1,abc
SS1651690731537,US,Description22,unknown.,0,abc
SS1651690732177,US,Description22,number of windows,1,abc
SS1651690735020,US,Description22,windows,1,abc
SS1651690735532,US,Description22,windows on boat disappeared,1,abc
SS1651690737808,US,Description22,unknown,0,abc
SS1651690740366,US,Description22,There is only 1 window in 1 image and multiple in the other.,1,abc
SS1651690741486,US,Description22,unknown,0,abc
SS1651690741942,US,Description22,Extra windows on the boat.,1,abc
SS1651690743939,US,Description22,The windows on the police boat diappeared,1,abc
SS1651690748106,US,Description22,the windows on the boat,1,abc
SS1651690758188,US,Description22,number of windows on police boat changed,1,abc
SS1651690762770,US,Description22,unknown,0,abc
SS1651690768899,US,Description22,There's an extra window on the boat,1,abc
SS1651690793463,US,Description22,police boat and civilian sailtboat,0,abc
SS1651690802568,US,Description22,Windows on the boat changes.,1,abc
SS1651690810190,US,Description22,unknown,0,abc
SS1651690858692,US,Description22,windows on boat,1,abc
SS1651690873357,US,Description22,unknown ,0,abc
SS1651690892118,US,Description22,The windows on the boat are disappearing.,1,abc
SS1651690898679,US,Description22,Window on the ship disappears.,1,abc
SS1651690926515,US,Description22,Windows on the boat are different - fewer windows in one pic,1,abc
SS1651690932141,US,Description22,window size on police boat,1,abc
SS1651690949027,US,Description22,unknown,0,abc
SS1651691043519,US,Description22,The number of windows on the police boat,1,abc
SS1651691175620,US,Description22,Boat doesn't have a window,1,abc
SS1651691207769,US,Description22,Windows on the boat change,1,abc
SS1651691673018,US,Description22,The windows change positions,1,abc
SS1651692016531,US,Description22,extra window on the boat,1,abc
SS1651692160397,US,Description22,window,1,abc
SS1651694070275,US,Description22,unknown,0,abc
SS1651697396411,US,Description22,window,1,abc
SS1651868487521,US,Description22,there were several windows and then there was only one small window on the boat,1,abc
SS1651868699067,US,Description22,"One image has a small window on the boat, and the other has a large window",1,abc
SS1651868701012,US,Description22,extra windows,1,abc
SS1651868705438,US,Description22,One picture shows more windows on the ship.,1,abc
SS1651868707186,US,Description22,The windows of the boat in the foreground appear and disappear.,1,abc
SS1651868708760,US,Description22,the windows on the boat change,1,abc
SS1651868710355,US,Description22,unknown,0,abc
SS1651868712524,US,Description22,The windows on the boat change.,1,abc
SS1651868713554,US,Description22,unknown,0,abc
SS1651868714312,US,Description22,I can't see it.,0,abc
SS1651868714404,US,Description22,The back windows appear and disappear.,1,abc
SS1651868716048,US,Description22, The window on the side of the boat changes sizes/position,1,abc
SS1651868717843,US,Description22,The windows on the boat.,1,abc
SS1651868718682,US,Description22,Windows changes between pictures.,1,abc
SS1651868720723,US,Description22,the windows on the barge are small or large ,1,abc
SS1651868725160,US,Description22,the window is different sizes,1,abc
SS1651868731784,US,Description22,window style,1,abc
SS1651868736601,US,Description22,The windows on the boat appear and disappear.,1,abc
SS1651868738305,US,Description22,The windows on the boat are different,1,abc
SS1651868744832,US,Description22,The police boat loses it's windows,1,abc
SS1651868744957,US,Description22,The windows on the police boat,1,abc
SS1651868745180,US,Description22,unknown,0,abc
SS1651868745703,US,Description22,The windows of the boat change,1,abc
SS1651868751261,US,Description22,The window on the boat grows and shrinks horizontally.,1,abc
SS1651868754302,US,Description22,the windows on the boat were appearing and disappearing.,1,abc
SS1651868755995,US,Description22,amount of windows on the boat,1,abc
SS1651868756130,US,Description22,unknown,0,abc
SS1651868757005,US,Description22,there is an extra window in one photo,1,abc
SS1651868761529,US,Description22,window on boat change,1,abc
SS1651868767690,US,Description22,the windows on the boat disappear,1,abc
SS1651868773205,US,Description22,One has more windows.,1,abc
SS1651868778604,US,Description22,the window on the boat disappeared,1,abc
SS1651868779378,US,Description22,unknown,0,abc
SS1651868780067,US,Description22,unknown,0,abc
SS1651868782330,US,Description22,Different windows ,1,abc
SS1651868783532,US,Description22,The boat has fewer windows in one of the photos,1,abc
SS1651868784777,US,Description22,windows on boat,1,abc
SS1651868788340,US,Description22,the windows on the ship disappear and reappear.,1,abc
SS1651868788402,US,Description22,The window on the boat,1,abc
SS1651868793732,US,Description22,The windows change size on the boat.,1,abc
SS1651868796147,US,Description22,the amount of windows on the boat changes,1,abc
SS1651868796810,US,Description22,windows on the boat are missing/filled in,1,abc
SS1651868799606,US,Description22,the windows on the boat,1,abc
SS1651868800189,US,Description22,The windows on the boat change,1,abc
SS1651868802451,US,Description22,less windows in the boat,1,abc
SS1651868810933,US,Description22,window,1,abc
SS1651868811761,US,Description22,There are bigger and different shaped windows on the side of the cabin of the boat depending on the picture.,1,abc
SS1651868811860,US,Description22,The difference is in the boat windows.,1,abc
SS1651868812123,US,Description22,The window on the boat it either the length or is just a triangle,1,abc
SS1651868816028,US,Description22,The windows on the boat,1,abc
SS1651868817160,US,Description22,unknown,0,abc
SS1651868817171,US,Description22,none,0,abc
SS1651868820237,US,Description22,windows change,1,abc
SS1651868826063,US,Description22,windows on boat,1,abc
SS1651868827795,US,Description22,The window on the police boat are missing.,1,abc
SS1651868828049,US,Description22,window in boat changes ,1,abc
SS1651868830966,US,Description22,windows ,1,abc
SS1651868834466,US,Description22,the windows on the boat keep changing,1,abc
SS1651868836129,US,Description22,unknown,0,abc
SS1651868837282,US,Description22,number of windows on boat,1,abc
SS1651868839147,US,Description22,unknown,0,abc
SS1651868839906,US,Description22,the windows on the boat go missing,1,abc
SS1651868840289,US,Description22,In one of the images the boat has more windows.,1,abc
SS1651868840790,US,Description22,One boat is a sailboat; the other is a tugboat.,0,abc
SS1651868850581,US,Description22,Windows on boat,1,abc
SS1651868852345,US,Description22,windows,1,abc
SS1651868868975,US,Description22,the windows are fewer in one of the boats ,1,abc
SS1651868873914,US,Description22,unknown,0,abc
SS1651868876318,US,Description22,the boats windows change,1,abc
SS1651868901145,US,Description22,the windows ,1,abc
SS1651868924360,US,Description22,the windows on the police boat change,1,abc
SS1651868966456,US,Description22,There are 2 windows on the boat in one picture and just one in the other.,1,abc
SS1651869014963,US,Description22,unknown,0,abc
SS1651869017878,US,Description22,The police boat is missing some of the side windows in one of the images,1,abc
SS1651869021473,US,Description22,middle of boat changes ,1,abc
SS1651869024622,US,Description22,windows on boat,1,abc
SS1651869038791,US,Description22,The windows on the police boat are missing or present.,1,abc
SS1651869076619,US,Description22,"The windows on the boat was changing to one small one, to two large wide windows",1,abc
SS1651869096666,US,Description22,unknown,0,abc
SS1651869107778,US,Description22,there is more windows in one picture on the boat,1,abc
SS1651869115143,US,Description22,Windows on boat are removed.,1,abc
SS1651869117517,US,Description22,the windows are different,1,abc
SS1651869119140,US,Description22,The number of windows on the boat were changing.,1,abc
SS1651869128913,US,Description22,The window on the side changes size,1,abc
SS1651869192697,US,Description22,The boat windows go away,1,abc
SS1651869198002,US,Description22,there are more windows in the second image,1,abc
SS1651869512955,US,Description22,The amount of windows on the side of the boat is changing.,1,abc
SS1651869609511,US,Description22,Two of the windows disappear.,1,abc
SS1651869808693,US,Description22,"There are more windows on the boat in one of the pictures, the other one has just one window",1,abc
SS1651869849200,US,Description22,Window,1,abc
SS1651870014949,US,Description22,Windows on the police boat are missing,1,abc
SS1651870238624,US,Description22,unknown,0,abc
SS1651870376242,US,Description22,The amount and position of windows on the boat is different,1,abc
SS1651870443746,US,Description22,unknown,0,abc
SS1651871550730,US,Description22,Window appearing and disapearing,1,abc
SS1651871841115,US,Description22,the windows,1,abc
SS1651871889261,US,Description22,unknown,0,abc
SS1651872480719,US,Description22,unknown,0,abc
SS1651873332890,US,Description22,more windows appear on the boat,1,abc
SS1651873359386,US,Description22,The number of windows on the boat changes,1,abc
SS1651878926426,US,Description22,the number of windows on the police boat,1,abc
SS1651878928252,US,Description22,size of window,1,abc
SS1651616817210,US,Description23,the sternwheel changes from blue to red,1,abc
SS1651616819170,US,Description23,the propeller(?) goes from blue to red,1,abc
SS1651616821119,US,Description23,color of wheel on boat,1,abc
SS1651616823657,US,Description23,boat wheel changes in color from red to blue,1,abc
SS1651616824013,US,Description23,The boat with different color of wheel (blue or orange).,1,abc
SS1651616827589,US,Description23,paddlewheel color,1,abc
SS1651616829561,US,Description23,paddel on boat switches color,1,abc
SS1651616834023,US,Description23,the wheel part of teh boat changes color,1,abc
SS1651616835091,US,Description23,The spinning wheel on the back is a different color,1,abc
SS1651616837719,US,Description23,The color of the wheel changes.,1,abc
SS1651616838947,US,Description23,The wheel changes colors,1,abc
SS1651616839031,US,Description23,wheel changes color,1,abc
SS1651616839120,US,Description23,wheel is different color from blue to red,1,abc
SS1651616839551,US,Description23,color of thing in front of boat,1,abc
SS1651616839622,US,Description23,whaterwheel color changes between red and blue,1,abc
SS1651616840889,US,Description23,The turbine on the barge shifts from red to blue.,1,abc
SS1651616841722,US,Description23,The steamboat's wheel is different colors.,1,abc
SS1651616841972,US,Description23,The wheel on the back of the boat is colored red vs blue,1,abc
SS1651616843053,US,Description23,boat paddle wheel,1,abc
SS1651616844450,US,Description23,The wheel on the boat changes color,1,abc
SS1651616844684,US,Description23,"blue uh, steam wheel thingy",1,abc
SS1651616844911,US,Description23,color of wheel,1,abc
SS1651616846951,US,Description23,the boat's wheel is different color,1,abc
SS1651616850845,US,Description23,the boat has different color rolls,1,abc
SS1651616854167,US,Description23,waterwheel is orange and blue on boat,1,abc
SS1651616854402,US,Description23,The river boat rear paddles were blue in one and red in the other.,1,abc
SS1651616857792,US,Description23,Differece in color ,1,abc
SS1651616858489,US,Description23,the wheel changed colors,1,abc
SS1651616858633,US,Description23,the water wheel on the boat is different colors.,1,abc
SS1651616860080,US,Description23,"The steam boat has its paddle painted red in one picture, the other in blue.",1,abc
SS1651616860708,US,Description23,paddlewagon color change,1,abc
SS1651616861128,US,Description23, color,1,abc
SS1651616861546,US,Description23,ferry boat paddle changing from blue to red,1,abc
SS1651616863114,US,Description23,The row in the back of the boat is red and blue,1,abc
SS1651616863145,US,Description23,The rudder of the rowboat is different color,1,abc
SS1651616876627,US,Description23,the color on the wheel changes from red to blue,1,abc
SS1651616909217,US,Description23,the color of the wheel changes from red to blue,1,abc
SS1651616969092,US,Description23,red and blue wheel,1,abc
SS1651616982939,US,Description23,The rudder alternates from red to blue.,1,abc
SS1651617013503,US,Description23,paddle wheel,1,abc
SS1651617033971,US,Description23,colour,1,abc
SS1651617071100,US,Description23,the color of the wheel on the boat,1,abc
SS1651617143573,US,Description23,Wheel changes colors ,1,abc
SS1651617282312,US,Description23,the color of the boats propellors are different,1,abc
SS1651617310480,US,Description23,The water paddle wheel is blue in one image and red in the other image.,1,abc
